path,extension,size_bytes,category,type,source_or_generated,should_version,responsibility,consumed_by,produces,risk,notes
apps/nexus-bi-app/app/api/dashboard/after-hours/confidence-distribution/route.ts,.ts,1842,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/after-hours/detail/route.ts,.ts,4653,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/after-hours/summary/route.ts,.ts,5999,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/fieldbeat/route.ts,.ts,1690,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/operacional/detail/route.ts,.ts,3067,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/operacional/filters/route.ts,.ts,5244,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/operacional/parts/route.ts,.ts,3442,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/operacional/summary/route.ts,.ts,14815,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/uptime/summary/route.ts,.ts,3462,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/uptime/table/route.ts,.ts,4695,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/dashboard/uptime/tasks/route.ts,.ts,3174,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/search/route.ts,.ts,5085,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/tables/[schema]/[table]/route.ts,.ts,3115,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/api/tables/route.ts,.ts,498,app API,endpoint/API,SOURCE,true,Route Handler de Next.js (solo lectura sobre DuckDB),,,MEDIO,
apps/nexus-bi-app/app/audit/manual-review/page.tsx,.tsx,359,auditoría,app frontend,SOURCE,true,Página de auditoría/validación manual,,,BAJO,
apps/nexus-bi-app/app/dashboard/after-hours/page.tsx,.tsx,1530,dashboard,app frontend,SOURCE,true,Página de dashboard,,,BAJO,
apps/nexus-bi-app/app/dashboard/fieldbeat/page.tsx,.tsx,4994,dashboard,app frontend,SOURCE,true,Página de dashboard,,,BAJO,
apps/nexus-bi-app/app/dashboard/operacional/page.tsx,.tsx,336,dashboard,app frontend,SOURCE,true,Página de dashboard,,,BAJO,
apps/nexus-bi-app/app/explorer/page.tsx,.tsx,8361,app UI,app frontend,SOURCE,true,Página/layout de la app,,,BAJO,
apps/nexus-bi-app/app/globals.css,.css,2071,app UI,app frontend,SOURCE,true,Página/layout de la app,,,BAJO,
apps/nexus-bi-app/app/layout.tsx,.tsx,768,app UI,app frontend,SOURCE,true,Página/layout de la app,,,BAJO,
apps/nexus-bi-app/app/page.tsx,.tsx,3409,app UI,app frontend,SOURCE,true,Página/layout de la app,,,BAJO,
apps/nexus-bi-app/app/search/page.tsx,.tsx,4035,app UI,app frontend,SOURCE,true,Página/layout de la app,,,BAJO,
apps/nexus-bi-app/components/after-hours/AfterHoursByPeriodChart.tsx,.tsx,2071,dashboard,app frontend,SOURCE,true,Componente de Trabajo Fuera de Horario,,,BAJO,
apps/nexus-bi-app/components/after-hours/AfterHoursDetailTable.tsx,.tsx,5462,dashboard,app frontend,SOURCE,true,Componente de Trabajo Fuera de Horario,,,BAJO,
apps/nexus-bi-app/components/after-hours/AfterHoursFilterBar.tsx,.tsx,4096,dashboard,app frontend,SOURCE,true,Componente de Trabajo Fuera de Horario,,,BAJO,
apps/nexus-bi-app/components/after-hours/AfterHoursKpiGrid.tsx,.tsx,3846,dashboard,app frontend,SOURCE,true,Componente de Trabajo Fuera de Horario,,,BAJO,
apps/nexus-bi-app/components/after-hours/AfterHoursShell.tsx,.tsx,4798,dashboard,app frontend,SOURCE,true,Componente de Trabajo Fuera de Horario,,,BAJO,
apps/nexus-bi-app/components/after-hours/ConfidenceDistributionChart.tsx,.tsx,2572,dashboard,app frontend,SOURCE,true,Componente de Trabajo Fuera de Horario,,,BAJO,
apps/nexus-bi-app/components/audit/AmbiguousPartsSection.tsx,.tsx,4541,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/AuditFilterBar.tsx,.tsx,2946,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/AuditManualReviewShell.tsx,.tsx,3811,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/FutureActionButton.tsx,.tsx,685,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/PartsReviewSection.tsx,.tsx,6275,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/PlaceholdersSection.tsx,.tsx,4591,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/QualitySummarySection.tsx,.tsx,2793,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/ReportsReviewSection.tsx,.tsx,5886,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/audit/TicketLinksReviewSection.tsx,.tsx,5103,auditoría,app frontend,SOURCE,true,Componente de Auditoría/Validación Manual,,,BAJO,
apps/nexus-bi-app/components/dashboard/ChartCard.tsx,.tsx,811,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/dashboard.module.css,.css,10054,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/DashboardShell.tsx,.tsx,1791,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/DataTableCard.tsx,.tsx,2550,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/DateRangePicker.tsx,.tsx,3299,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/FilterBar.tsx,.tsx,2377,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/FilterChips.tsx,.tsx,1064,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/KpiCard.tsx,.tsx,697,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/MiniBarTableCell.tsx,.tsx,634,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/OperationalDashboardTab.tsx,.tsx,24864,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/dashboard/UptimeDowntimeTab.tsx,.tsx,13695,dashboard,app frontend,SOURCE,true,Componente del Dashboard Operacional,,,BAJO,
apps/nexus-bi-app/components/DataTable.tsx,.tsx,2969,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ErrorBanner.tsx,.tsx,821,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/HorizontalBarChart.tsx,.tsx,2363,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/NavBar.tsx,.tsx,3212,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/PaginationControls.tsx,.tsx,1155,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/QueryDisclosure.tsx,.tsx,1075,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/AppShell.tsx,.tsx,693,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/ConfidenceBadge.tsx,.tsx,1147,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/EmptyState.tsx,.tsx,590,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,Posible huérfano - ver docs/PROJECT_CLEANUP_CANDIDATES.md
apps/nexus-bi-app/components/ui/FilterPanel.tsx,.tsx,1402,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,Posible huérfano - ver docs/PROJECT_CLEANUP_CANDIDATES.md
apps/nexus-bi-app/components/ui/MetricCard.tsx,.tsx,1396,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/MetricCardWithConfidence.tsx,.tsx,2355,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/PageHeader.tsx,.tsx,1176,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/ResponsiveTableShell.module.css,.css,2454,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/ResponsiveTableShell.tsx,.tsx,3003,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/SectionCard.tsx,.tsx,1518,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/components/ui/StatusBadge.tsx,.tsx,3789,app UI,app frontend,SOURCE,true,Componente compartido de UI,,,BAJO,
apps/nexus-bi-app/lib/after-hours-config.ts,.ts,1268,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/after-hours-filters.ts,.ts,2494,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/api-error.ts,.ts,669,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/audit-sql.ts,.ts,3079,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/chartjs-setup.ts,.ts,407,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/confidence.ts,.ts,1724,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/csv-export.ts,.ts,1065,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/dashboard-filters.ts,.ts,10258,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/dashboard-formatters.ts,.ts,4033,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/dashboard-sql.ts,.ts,2101,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/duckdb.ts,.ts,4382,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/format.ts,.ts,550,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/lib/sql-guardrails.ts,.ts,3011,app API,código,SOURCE,true,Helper de servidor/cliente de la app,,,MEDIO,
apps/nexus-bi-app/next-env.d.ts,.ts,257,configuración,configuración,SOURCE,true,Configuración del proyecto Next.js,,,MEDIO,
apps/nexus-bi-app/next.config.ts,.ts,692,configuración,configuración,SOURCE,true,Configuración del proyecto Next.js,,,MEDIO,
apps/nexus-bi-app/package-lock.json,.json,77969,configuración,configuración,GENERATED,true,Configuración del proyecto Next.js,,,MEDIO,
apps/nexus-bi-app/package.json,.json,668,configuración,configuración,SOURCE,true,Configuración del proyecto Next.js,,,MEDIO,
apps/nexus-bi-app/postcss.config.mjs,.mjs,92,configuración,configuración,SOURCE,true,Configuración del proyecto Next.js,,,MEDIO,
apps/nexus-bi-app/README.md,.md,8630,documentación,documentación,DOC,true,Documentación de la app,,,BAJO,
apps/nexus-bi-app/tsconfig.json,.json,720,configuración,configuración,SOURCE,true,Configuración del proyecto Next.js,,,MEDIO,
apps/nexus-bi-app/types/after-hours.ts,.ts,1989,app API,código,SOURCE,true,Tipos TS compartidos de la app,,,BAJO,
apps/nexus-bi-app/types/audit.ts,.ts,2321,app API,código,SOURCE,true,Tipos TS compartidos de la app,,,BAJO,
CLAUDE.md,.md,6000,documentación,documentación,DOC,true,Documentación raíz,,,BAJO,
data/config/business-hours.json,.json,867,configuración,configuración,CONFIG,true,Configuración de entrada hecha a mano,,,ALTO,
data/config/holidays.example.json,.json,2255,configuración,plantilla,TEMPLATE,true,Configuración de entrada hecha a mano,,,ALTO,
data/config/part_identity_aliases.example.csv,.csv,258,configuración,plantilla,TEMPLATE,true,Configuración de entrada hecha a mano,,,ALTO,
data/curation/client_aliases.example.csv,.csv,425,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/curation/curation_audit_log.example.csv,.csv,576,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/curation/equipment_aliases.example.csv,.csv,306,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/curation/part_identity_aliases.example.csv,.csv,410,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/curation/placeholder_rules.example.csv,.csv,519,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/curation/report_field_corrections.example.csv,.csv,406,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/curation/ticket_link_overrides.example.csv,.csv,480,curación,plantilla,TEMPLATE,true,Plantilla del modelo de curación (no conectada al pipeline todavía),,,BAJO,
data/gold/GOLD_After_Hours_By_Client.csv,.csv,5431,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_After_Hours_By_Period.csv,.csv,17028,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_After_Hours_By_Task_Type.csv,.csv,2373,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_After_Hours_By_Technician.csv,.csv,3644,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_After_Hours_Work_Analysis.csv,.csv,770,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Client_Parts_Consumption.csv,.csv,51992,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Client_Report_Volume_By_Period.csv,.csv,36369,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Client_Service_Profile.csv,.csv,992,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Data_Quality_Report.csv,.csv,404,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Equipment_Parts_Consumption.csv,.csv,1597,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Equipment_Service_Profile.csv,.csv,775,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_FieldBeat_Data_Quality.csv,.csv,420,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_FieldBeat_Report_Analysis.csv,.csv,428,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Operational_Dashboard.csv,.csv,456,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Scope_Metadata.csv,.csv,896,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/gold/GOLD_Used_Parts_Analysis.csv,.csv,80058,dato generado,gold,GENERATED,true,Dataset final para BI (regenerable desde MARTS),,,MEDIO,
data/marts/FieldBeat_Report_Dolibarr_Operational_View.csv,.csv,995546,dato generado,mart,GENERATED,true,Vista intermedia de negocio (regenerable desde PROCESSED),,,MEDIO,
data/marts/FieldBeat_Working_Hours_Analysis.csv,.csv,2706242,dato generado,mart,GENERATED,true,Vista intermedia de negocio (regenerable desde PROCESSED),,,MEDIO,
data/marts/Ticket_FieldBeat_Dolibarr_Operational_View.csv,.csv,138746,dato generado,mart,GENERATED,true,Vista intermedia de negocio (regenerable desde PROCESSED),,,MEDIO,
data/marts/Ticket_FieldBeat_Operational_View.csv,.csv,97380,dato generado,mart,GENERATED,true,Vista intermedia de negocio (regenerable desde PROCESSED),,,MEDIO,
data/marts/Ticket_FieldBeat_Report_Detail.csv,.csv,74832,dato generado,mart,GENERATED,true,Vista intermedia de negocio (regenerable desde PROCESSED),,,MEDIO,
data/marts/Used_Parts_Dolibarr_Match.csv,.csv,252355,dato generado,mart,GENERATED,true,Vista intermedia de negocio (regenerable desde PROCESSED),,,MEDIO,
data/processed/dolibarr/DB_Dolibarr_Products.csv,.csv,212563,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/dolibarr/DIM_Dolibarr_Product_Identity_Map.csv,.csv,355168,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/BR_Ticket_FieldBeat_Task.csv,.csv,96003,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/DB_FieldBeat_Report_Fields.csv,.csv,17226202,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/DB_FieldBeat_Task_Equipments.csv,.csv,409258,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/DB_FieldBeat_Tasks.csv,.csv,1137998,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/DB_FieldBeat_Used_Parts.csv,.csv,305118,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/DIM_Clients.csv,.csv,8604,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/fieldbeat/DIM_Equipments.csv,.csv,15462,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/zendesk/DB_Zendesk_Custom_Fields.csv,.csv,678648,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/zendesk/DB_Zendesk_Ticket_Tags.csv,.csv,446285,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/processed/zendesk/DB_Zendesk_Tickets.csv,.csv,407626,dato generado,dato procesado,GENERATED,true,CSV normalizado (regenerable desde RAW),,,ALTO,
data/reports/after_hours_gold_build_summary.json,.json,659,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/curation_validation_summary.json,.json,2900,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/dolibarr_audit_report.json,.json,2221,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/dolibarr_parts_match_summary.json,.json,629,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/duckdb_validation_summary.json,.json,6853,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_audit_report.json,.json,7564,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_gold_build_summary.json,.json,834,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_links_without_zendesk_ticket.csv,.csv,73425,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_report_dolibarr_summary.json,.json,751,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_tasks_linked_to_missing_zendesk_ticket.csv,.csv,153241,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_tasks_without_zendesk_ticket.csv,.csv,364684,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/fieldbeat_working_hours_analysis_summary.json,.json,876,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/gold_build_summary.json,.json,2150,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/phase1_final_audit_summary.json,.json,1515,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/project_file_inventory.csv,.csv,38143,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/project_file_inventory.json,.json,105105,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/project_structure_audit_summary.json,.json,1452,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/scope_reconciliation_summary.json,.json,1404,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/ticket_fieldbeat_dolibarr_summary.json,.json,618,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/ticket_fieldbeat_multiplicity_summary.json,.json,5591,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/ticket_fieldbeat_operational_summary.json,.json,480,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/ticket_fieldbeat_report_counts.csv,.csv,73958,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/tickets_with_more_than_1_fieldbeat_report.csv,.csv,12288,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/used_parts_ambiguous_dolibarr_match.csv,.csv,11579,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/used_parts_manual_review_queue.csv,.csv,59420,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/used_parts_outside_zendesk_ticket_scope.csv,.csv,226851,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/used_parts_without_dolibarr_match.csv,.csv,44627,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/zendesk_audit_report.json,.json,6777,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/zendesk_backfill_by_fieldbeat_summary.json,.json,245,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/zendesk_ticket_ids_not_accessible_403.json,.json,2873,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
data/reports/zendesk_ticket_ids_not_found_after_backfill.csv,.csv,67305,dato generado,reporte,REPORT,true,Resumen de build/QA/validación,,,BAJO,
docs/AFTER_HOURS_METRICS.md,.md,8395,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/APP_STRUCTURE_MAP.md,.md,11119,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/APP_UI_SPEC.md,.md,13432,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/ARCHITECTURE.md,.md,4333,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/BI_READINESS.md,.md,3653,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/CALCULATION_CONFIDENCE_MODEL.md,.md,6400,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/CURATION_MODEL.md,.md,7454,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/DASHBOARD_VISUAL_STYLE.md,.md,13930,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/DATA_DICTIONARY.md,.md,48432,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/DATA_PIPELINE_MAP.md,.md,7334,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
docs/DATA_PIPELINE.md,.md,9179,documentación,documentación,DOC,true,Documentación técnica/producto,,,BAJO,
