equipment_internal_id,dolibarr_ref,insight_type,insight_text,severity
Linac-153935,1018265_proveedor_local,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-201110,4714201102,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-151673,1534958,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-151673,1534958,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-151673,1534958,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-151673,1534958,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
LINAC-153038,1006737_usado,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
LINAC-153038,1515098,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1515098,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
LINAC-153038,1515098,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
INC-INFINITY01,1018265_proveedor_local,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
Linac-151673,1564298,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-151673,1564298,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
Linac-154325,1016476,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,1016476,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
Linac-154325,1016476,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-109374,1534958,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-109374,1534958,ABOVE_GLOBAL_AVERAGE,Este repuesto presenta mayor duración observada que el promedio global.,positive
Linac-109374,1534958,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-109374,1502613,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-109374,1502613,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
Linac-109374,1564298,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-109374,1564298,BELOW_GLOBAL_AVERAGE,"Este repuesto presenta menor duración observada que el promedio global - no implica una causa específica, es solo una comparación descriptiva.",warning
INC-156473,1564298,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-151673,1016474_usado,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-151673,1016474_usado,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1016476,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1016476,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1016476,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1016476,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-152171,45133304800,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-152171,45133304800,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-152171,45133304800,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-154325,1010848,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-154325,1010848,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,1010848,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-154325,1010848,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
APOTECA-CHEMO,019149,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
APOTECA-CHEMO,019149,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
APOTECA-CHEMO,019149,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1517657,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1517657,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1517657,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1517657,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
LINAC-153038,1511862,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1511862,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1511862,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1511862,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
LINAC-153038,1501074,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1501074,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1501074,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1501074,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
LINAC-153038,1016474_usado,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1016474_usado,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1016474_usado,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-154325,1502613,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-154325,1502613,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,1502613,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-152171,1017632_usado,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-152171,1017632_usado,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1527814,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1527814,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1527814,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1527814,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
INC-INFINITY01,1010848,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
INC-INFINITY01,1010848,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
INC-INFINITY01,1010848,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1016478,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
LINAC-153038,1016478,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
LINAC-153038,1016478,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
LINAC-153038,1016478,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
HDR_10806,080140,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
HDR_10806,080140,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
HDR_10806,080140,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-154325,4513316442301M,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-154325,4513316442301M,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,4513316442301M,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-153935,1564298,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-153935,1564298,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-153935,1564298,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-153935,1564298,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-152171,4513316442301M,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-152171,4513316442301M,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-152171,4513316442301M,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-152171,4513316442301M,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-154325,1541744,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-154325,1541744,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,1541744,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-154325,1541744,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-154325,1515098,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-154325,1515098,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,1515098,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-154325,1515098,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-154325,1564298,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-154325,1564298,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-154325,1564298,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-154325,1564298,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-109374,1024939,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-109374,1024939,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-109374,1024939,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-109374,1565768,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-109374,1565768,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-109374,1565768,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-109374,1556287,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-109374,1556287,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-109374,1556287,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-109374,1556287,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-152171,1564169,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-152171,1564169,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-152171,1564169,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-152171,1564169,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-153935,1010848,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-153935,1010848,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-153935,1010848,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-153935,1010848,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-156187,1502613,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (2 intervalo(s) propios). Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,warning
Linac-156187,1502613,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-156187,1502613,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-153935,1017632_usado,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-153935,1017632_usado,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
TPS-FALP,653950,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
TPS-FALP,653950,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
TPS-FALP,653950,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-201110,923931518204,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-201110,923931518204,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-201110,923931518204,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-152171,45133165177,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-152171,45133165177,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-152171,45133165177,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-105277,1018874,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-105277,1018874,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-105277,1018874,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-152171,1016474_usado,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-152171,1016474_usado,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
153038,821321900352,LOW_DATA_VOLUME,No hay base estadística suficiente para estimar vida útil de este repuesto en esta máquina.,info
153038,821321900352,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
153038,821321900352,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-153935,1510260R,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-153935,1510260R,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-153935,1510260R,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-153935,1510260R,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
Linac-201110,1502964,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
Linac-201110,1502964,MATCH_QUALITY,"El match con Dolibarr es exacto, lo que aumenta la confiabilidad de esta estimación.",positive
Linac-201110,1502964,COHORT_USED,El modelo usa cohorte (same_client_same_part) porque no hay suficientes eventos propios en esta máquina.,info
Linac-201110,1502964,AFTER_HOURS_EXPOSURE,"La máquina presenta actividad fuera de horario relevante; esto podría ser un factor explicativo, pero no prueba causalidad.",info
LINAC-153038,1014204,LOW_DATA_VOLUME,La estimación tiene confiabilidad reducida por n < 3 (1 intervalo(s) propios). Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,warning
