zendesk_ticket_id,external_id,type,subject,raw_subject,description,priority,status,via_channel,requester_id,submitter_id,assignee_id,organization_id,group_id,is_public,has_incidents,due_at,satisfaction_rating,ticket_form_id,brand_id,created_at,updated_at,extracted_at
60,,incident,En el Monaco01 hay problemas con importa imágenes desde la carpeta de escritorio ,En el Monaco01 hay problemas con importa imágenes desde la carpeta de escritorio ,"Buenas tardes,

Estimados, al importa imágenes en el Monaco01 desde una carpeta de archivo nos da error CMS_SCU, si pueden verificarlo.

Saludos,

Rita Castillo",high,closed,web,20254050952475,20254050952475,14734559344539,14741297259931,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-13T16:44:18Z,2024-03-23T15:02:21Z,2026-08-06T15:19:10.327Z
67,,incident,Falla agendamiento de pacientes,Falla agendamiento de pacientes,Mosaiq se cae al agendar pacientes.,urgent,closed,web,20254050952603,20254050952603,22968357015195,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-19T20:01:21Z,2024-03-24T18:02:22Z,2026-08-06T15:19:10.327Z
74,,incident,DOSE RATE MON,DOSE RATE MON,"Estimados, buenos días.

Requerimos su asistencia para resolver el interlock Dose Rate Mon que nos está apareciendo con frecuencia en el haz de 6 MV FFF.

Saludos",normal,closed,web,20254050953243,20254050953243,15768454754715,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-22T13:40:00Z,2024-03-26T22:02:11Z,2026-08-06T15:19:10.327Z
85,,incident,Run Check Hexapod,Run Check Hexapod,"Estimados,

Buenas tardes, espero que estén bien.

Hemos estado teniendo problemas con el Run Check, la hexapod no logra llegar a la posición de referencia. Los láseres están bien calibrados.

Hoy contamos con disponibilidad desde las 5 pm y mañana desde las 5:30 pm.

Quedamos atentos.

Muchas gracias.",high,closed,web,20254050952987,20254050952987,19579456345883,20265216319003,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-03-27T16:06:46Z,2024-03-27T18:38:56Z,2026-08-06T15:19:10.327Z
61,,incident,Configuración de ruta de exportacion de pacientes desde Mosaiq a Monaco,Configuración de ruta de exportacion de pacientes desde Mosaiq a Monaco,"Necesitamos su ayuda para configurar ruta de exportación de pacientes (plan de tratamiento e imágenes) desde Mosaiq a Monaco, esto fue realizado en 2020 por Sebastián Cárcamo, pero posiblemente con las actualizaciones de Mosaiq se perdió dicha configuración.",urgent,closed,web,20254050952603,20254050952603,22968357015195,14741297259931,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-14T12:59:54Z,2024-03-29T17:02:24Z,2026-08-06T15:19:10.327Z
69,,incident,TRM no funciona,TRM no funciona,"Hola estimado Wilmer, realizamos el traspaso del ticket:

## Ticket #626488 TRM no funciona
De la plataforma de IOSTicket, a la actual, Zeendesk. Para un seguimiento del caso se copiaran los mensajes registrados hasta el momento de una plataforma a la otra.

##
**Wilmer Useche** publicado 29/feb./2024 07:42
Estimados,
Escribo para comentarles que las pantallas de la TRM se apagarond de forma espontánea y no volvieron a encender. Reiniciamos el equipo varias veces, aún así, la computadora TRM no enciende.
Adicional a esto, el equipo no hizo backup el día de hoy.
Les solicitamos su asistencia al centro lo antes posible
Quedamos atentos a su respuesta.
Saludos cordiales
Wilmer

**Rafael Guapache** publicado 29/feb./2024 09:34
Estimad@ Wilmer
Acusamos recibo,
Nos pondremos en contacto a la brevedad.
Atte.
**E&G Medical Systems**
**servicio@eygsa.cl** **// +56 2 2653 7362**

**Saludos cordiales.**",high,closed,web,20254050953243,15768454754715,19579456345883,20265216319003,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-20T19:39:03Z,2024-03-29T18:02:47Z,2026-08-06T15:19:10.327Z
54,,incident,testing - tickets user,testing - tickets user,hola...,normal,closed,web,23649649383707,23649649383707,15768454754715,,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-09T21:41:33Z,2024-04-11T21:02:18Z,2026-08-06T15:19:10.327Z
83,,incident,Ticket #629166 Desconexión del DICOM NAMER,Ticket #629166 Desconexión del DICOM NAMER,"**Andrés Aracena** publicado 28/feb./2024 14:44
Estimados:
Junto con saludar. Por medio de la presente les comunico que desde el dia Lunes 26-02-24, se viene presentando desconexión frecuente del DICOM NAMER, no pudiendo realizarse transferencia de imagenes desde el planificador XIO al MOSAIQ y/o IVIEW a MOSAIQ.
Muchas gracias


* * *
Histórico del caso en formato PDF",normal,closed,web,20254050950939,15768454754715,19579486425499,14742056643483,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-25T19:15:18Z,2024-04-12T15:02:58Z,2026-08-06T15:19:10.327Z
82,,incident, Ticket #397177 Reporte de evento emitido por el TCS Oncentra, Ticket #397177 Reporte de evento emitido por el TCS Oncentra,"**Andrés Aracena** publicado 15/feb./2024 16:08
Estiamados:

Junto con saludar. Por medio de la presente se les informa sobre Reporte de Evento emitido el dia Lunes 12-02-24 por el Oncentra TCS previo a proceder a irradiar plan de tratamiento; como se observa en la imagen adjunta, este reporte de evento con dodigo 2072, esta relacionado con el cable de chequeo (check cable). Es importamte resaltar, que el equipo post emisión del reporte de evento a permitido la irradiación sin interrupción.

Saludos


* * *
Histórico del caso en formato PDF",normal,closed,web,20254050950939,15768454754715,19579486425499,14742056643483,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-25T19:07:39Z,2024-04-12T15:02:59Z,2026-08-06T15:19:10.327Z
97,,incident,Solicitud Cambio Hora Sistema Mosaiq,Solicitud Cambio Hora Sistema Mosaiq,"Favor solicito cambio de horario en sistema MOSAIQ para ser actualizado a horario actual, actualmente por horario diferido hay incompatibilidad de uso.

Gracias",high,closed,web,20254050946715,20254050946715,14734559344539,14742026913435,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-04-08T14:23:55Z,2024-04-16T16:03:08Z,2026-08-06T15:19:10.327Z
77,,incident,Ticket #266989 Cotización disco duro IView,Ticket #266989 Cotización disco duro IView,"**Marianela Hervias Jara** publicado 23/nov./2023 11:12
Estimados, tal como acorde con Manuel Caballero, abro ticket para solicitar una cotización del disco duro del computador del IView y  asistencia de ustedes con el respaldo y licencias de este pc.

**Manuel Caballero** publicado 23/nov./2023 13:19
Estimad@ Marianela Jara
Acusamos recibo,
Nos pondremos en contacto a la brevedad.
Atte.
**E&G Medical Systems**
**servicio@eygsa.cl** **// +56 2 2653 7362**

**Manuel Caballero** publicado 23/nov./2023 13:28
Estimada Marianela, dejo enlaces donde puede realizar compra de discos duros según lo que puedo recomendar, tanto de spdigital y pcfactory cuentan con buena disponibilidad para realizar compra y hecha esta puedo realizar la copia del disco original junto con realizar todas las pruebas necesarias fuera horario de pacientes.
Respecto al respaldo si gusta puede hacerse de manera Semestral (2 veces al año) junto con la mantención, el cual puede ser almacenado en una unidad externa de su preferencia (considerar al menos 250GB de espacio en la unidad).
Quedo atento a sus comentarios, dudas y consultas, que tenga una buena tarde.

Disco 1TB:
https://www.pcfactory.cl/producto/13696-wd-disco-duro-pc-1tb-bluehttps://www.spdigital.cl/disco-duro-1tb-para-pc-wd-blue-35-sata-6-gbs-7200rpm-64mb/

Disco 2TB
https://www.pcfactory.cl/producto/50269-wd-disco-duro-pc-2tb-blue
https://www.spdigital.cl/disco-duro-2tb-para-pc-35-seagate-barracuda-sata-6gbs-7200-rpm/",normal,closed,web,20254050946715,15768454754715,14734559344539,14742026913435,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-25T17:34:06Z,2024-04-16T16:03:08Z,2026-08-06T15:19:10.327Z
78,,incident,Ticket #509457 Panel de IView no se retrae,Ticket #509457 Panel de IView no se retrae,"**Marianela Hervias Jara** publicado 07/nov./2023 15:48
Panel de IView no se retrae (2da parte, detector). Manilla se siente más suelta.
Detector se está irradiando en todos los tratamientos.

Se adjunta imagen de referencia

**Manuel Reyes** publicado 07/nov./2023 16:14
Buenas tardes Marianela.
Damos acuse de la información y agendaremos la intervención para solucionar  la anomalía.
NO existe ningún problema que panel se irradie durante tratamientos.


* * *

Mensajes de caso en adjunto en formato PDF.",high,closed,web,20254050946715,15768454754715,19579474867355,14742026913435,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-03-25T17:48:10Z,2024-04-21T18:02:05Z,2026-08-06T15:19:10.327Z
40,,problem,El isocentro del Infinity no coincide con el 0 de la camilla esta desviado +2 mm,El isocentro del Infinity no coincide con el 0 de la camilla esta desviado +2 mm,"Estimados buenos días,

El isocentro del Infinity no coincide con el 0 de la camilla esta desviado +2 mm, si lo pueden verificar.

Saludos,

Rita Castillo",normal,closed,web,20254050952475,20254050952475,15768454754715,14741297259931,14481465021595,true,false,,good,20427286020763,14481427110299,2024-03-04T12:49:55Z,2024-05-03T12:01:48Z,2026-08-06T15:19:10.327Z
151,,incident,SIN ingreso a Citrix/Monaco,SIN ingreso a Citrix/Monaco,No se puede ingresar a citrix ni monaco.,high,closed,web,20254050949787,20254050949787,22968357015195,14741593614363,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-05-09T12:14:40Z,2024-05-14T14:02:38Z,2026-08-06T15:19:10.327Z
156,,incident,falla rescate pacte cecilia troncoso,falla rescate pacte cecilia troncoso,"**Jorge Corvalan** publicado 13/may./2024 08:48


Al importar imágenes del pacs a monacosim aparece la falla adjunta.",normal,closed,web,20254050949019,22968357015195,22968357015195,14741593614363,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-05-13T13:45:42Z,2024-05-17T17:02:58Z,2026-08-06T15:19:10.327Z
196,,incident,Revisión MOSAIQ,Revisión MOSAIQ,"________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?&lt;https://aka.ms/JoinTeamsMeeting?omkt=es-ES&gt;
Unirse a la reunión ahora&lt;https://teams.microsoft.com/l/meetup-join/19%3ameeting_Yjc1NWU3YjEtNDkzZS00ODUxLWI0NjctOGJiZDQ2NzNhNzZk%40thread.v2/0?context=%7b%22Tid%22%3a%22e52a611f-7c23-4b0a-87d6-cc84798a6827%22%2c%22Oid%22%3a%228f15e5a8-5b37-418b-9206-62f7e7adf92b%22%7d&gt;
Id. de reunión: 271 636 786 736
Código de acceso: vbxnok
________________________________
Para organizadores: Opciones de la reunión&lt;https://teams.microsoft.com/meetingOptions/?organizerId=8f15e5a8-5b37-418b-9206-62f7e7adf92b&tenantId=e52a611f-7c23-4b0a-87d6-cc84798a6827&threadId=19_meeting_Yjc1NWU3YjEtNDkzZS00ODUxLWI0NjctOGJiZDQ2NzNhNzZk@thread.v2&messageId=0&language=es-ES&gt;
[https://www.ucchristus.cl/assets/images/logo.png]
________________________________________________________________________________",,closed,email,26077991072667,26077991072667,14734559344539,14741297259931,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-05-29T19:38:35Z,2024-05-29T22:22:53Z,2026-08-06T15:19:10.327Z
195,,incident,Revisión MOSAIQ,Revisión MOSAIQ,"________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?&lt;https://aka.ms/JoinTeamsMeeting?omkt=es-ES&gt;
Unirse a la reunión ahora&lt;https://teams.microsoft.com/l/meetup-join/19%3ameeting_Yjc1NWU3YjEtNDkzZS00ODUxLWI0NjctOGJiZDQ2NzNhNzZk%40thread.v2/0?context=%7b%22Tid%22%3a%22e52a611f-7c23-4b0a-87d6-cc84798a6827%22%2c%22Oid%22%3a%228f15e5a8-5b37-418b-9206-62f7e7adf92b%22%7d&gt;
Id. de reunión: 271 636 786 736
Código de acceso: vbxnok
________________________________
Para organizadores: Opciones de la reunión&lt;https://teams.microsoft.com/meetingOptions/?organizerId=8f15e5a8-5b37-418b-9206-62f7e7adf92b&tenantId=e52a611f-7c23-4b0a-87d6-cc84798a6827&threadId=19_meeting_Yjc1NWU3YjEtNDkzZS00ODUxLWI0NjctOGJiZDQ2NzNhNzZk@thread.v2&messageId=0&language=es-ES&gt;
[https://www.ucchristus.cl/assets/images/logo.png]
________________________________________________________________________________",,closed,email,26077991072667,26077991072667,14734559344539,14741297259931,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-05-29T19:37:48Z,2024-05-29T22:22:53Z,2026-08-06T15:19:10.327Z
240,,incident,No se puede ingresar a MONACO 1 y 2,No se puede ingresar a MONACO 1 y 2,"No se puede iniciar aplicacion MONACO, tanto Monaco 1 como Monaco 2.",urgent,closed,web,20254050948123,20254050948123,22968357015195,14741593614363,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-06-18T12:37:00Z,2024-06-18T12:43:11Z,2026-08-06T15:19:10.327Z
219,,incident,Perdida conexión servidor de cálculo,Perdida conexión servidor de cálculo,"Estimados, para informar que de nuevo se perdió la conexión desde los TPS al servidor de cálculo. Espero se pueda revisar lo antes posible que se está trabajando en planes QA
Saludos




[cid:eaccade5-9ccb-4dab-9d74-0211493d45c1]",,closed,email,26080969273499,26080969273499,14481448391451,14741543428379,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-06-10T14:42:59Z,2024-06-19T16:32:55Z,2026-08-06T15:19:10.327Z
235,,incident,Revisión Conexión Tablet Láseres Gammex,Revisión Conexión Tablet Láseres Gammex,"Estimados, buenos días. Escribo para solicitar su apoyo en la revisión de la conexión de la Tablet del sistema de Láseres ya que actualmente se encuentra con fallas. Muchas gracias.",normal,closed,web,20254034214299,20254034214299,15768454754715,14741318546075,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-06-17T12:44:02Z,2024-06-28T17:00:57Z,2026-08-06T15:19:10.327Z
271,,incident,XVI FAULT 16,XVI FAULT 16,"El día de ayer en la tarde noche comenzó a presentarse fault 16, como quedaban pocos pacientes decidimos continuar sin CBCT, pero al llegar hoy am e intentar reiniciar dos veces el generador el fault 16 persiste inhabilitando la opción de poder usar el XVI.",urgent,closed,web,20254050952347,20254050952347,15768454754715,14741297259931,14481465021595,true,false,,unoffered,20427286020763,14481427110299,2024-07-03T12:17:02Z,2024-07-03T15:55:10Z,2026-08-06T15:19:10.327Z
289,,incident,Axesse - FCO 200-02-103-085-Uncontrolled Xvi ViewGT Arm Extension Modification,Axesse - FCO 200-02-103-085-Uncontrolled Xvi ViewGT Arm Extension Modification,"Hola Estimado, Erick.

El motivo del presente ticket es enviarle el siguiente boletín informativo liberado recientemente por Elekta.

El Fco trata de un reemplazo de un microswitch en los paneles de XVi y IviewGT para el cierre apropiado de los mismos.

Agradecemos por favor, tomar conocimiento, registrar dentro de sus documentos.

Fco en adjunto.",normal,closed,web,20254050952347,15768454754715,15768454754715,14741297259931,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-07-12T01:46:41Z,2024-07-16T02:01:43Z,2026-08-06T15:19:10.327Z
314,,incident,Monitor TPS1 no recibe señal,Monitor TPS1 no recibe señal,"Monitor TPS 01 no recibe señal. Se reinició sistema, se verificó conexión de cables, sin resultado positivo.
Saludos




[cid:fc0c6606-396c-42dc-a7f4-6fbbbe2d0897]",,closed,email,26080969273499,26080969273499,14481448391451,14741543428379,14481465021595,true,false,,offered,20427286020763,14481427110299,2024-07-15T17:18:29Z,2024-07-21T14:02:04Z,2026-08-06T15:19:10.327Z
