used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_number,part_name,quantity,raw_original_part_number,raw_original_part_name,origin_location,photo_ref,dolibarr_product_id,dolibarr_ref,unit_cost,estimated_total_cost,needs_manual_review,extracted_at
676|2|0|,676,,,Fusible 20A,,,Fusible 20A,,,,,,,false,2026-07-01T18:10:26.296Z
677|2|0|1021026,677,,1021026,"Assy, Ruby. ",,1021026,"Assy, Ruby. ",,,,1021026,,,false,2026-07-01T18:10:26.296Z
654|2|0|BJ5948.168. (1026469),654,,BJ5948.168. (1026469),Dose board. ,,BJ5948.168. (1026469),Dose board. ,,,,BJ5948.168. (1026469),,,false,2026-07-01T18:10:26.296Z
655|2|0|1534598,655,,1534598,Kit de leaf motor,,1534598,Kit de leaf motor,,,,1534598,,,false,2026-07-01T18:10:26.296Z
657|2|0|4513390489402,657,,4513390489402,"PCB1, SIDE A, ASSEMBLY",,4513390489402,"PCB1, SIDE A, ASSEMBLY",,,,4513390489402,,,false,2026-07-01T18:10:26.296Z
658|2|0|1007288 serie: 2308926,658,,1007288 serie: 2308926,Detector Control Board,,1007288 serie: 2308926,Detector Control Board,,,,1007288 serie: 2308926,,,false,2026-07-01T18:10:26.296Z
659|2|0|No hay.,659,,No hay.,No hay.,,No hay.,No hay.,,,,No hay.,,,false,2026-07-01T18:10:26.296Z
662|2|0|No hay.,662,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
663|2|0|No hay,663,,No hay ,Cable coaxial de RF,,No hay ,Cable coaxial de RF,,,,No hay ,,,false,2026-07-01T18:10:26.296Z
665|2|0|N/C,665,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
667|2|0|BJ6219.002,667,,BJ6219.002 ,Arm Cable-B ,,BJ6219.002 ,Arm Cable-B ,,,,BJ6219.002 ,,,false,2026-07-01T18:10:26.296Z
668|2|0|4714501006.,668,,4714501006. ,Thyratron CX1551. ,,4714501006. ,Thyratron CX1551. ,,,,4714501006. ,,,false,2026-07-01T18:10:26.296Z
669|2|0|1007288,669,,1007288,PCB KV DCB,,1007288,PCB KV DCB,,,,1007288,,,false,2026-07-01T18:10:26.296Z
684|2|0|No hay.,684,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
685|2|0|,685,,,Base de soporte jeringa 50ml,,,Base de soporte jeringa 50ml,,,,,,,false,2026-07-01T18:10:26.296Z
686|2|0|B625655182,686,,B625655182,Balanza Metler Toledo WM6002,,B625655182,Balanza Metler Toledo WM6002,,,,B625655182,,,false,2026-07-01T18:10:26.296Z
688|2|0|262285518838K,688,,262285518838K,Drive Belts,,262285518838K,Drive Belts,,,,262285518838K,,,false,2026-07-01T18:10:26.296Z
695|2|0|No hay.,695,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
697|2|0|No hay.,697,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
699|2|0|No hay.,699,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
701|2|0|N/C,701,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
703|2|0|N/C,703,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
705|2|0|No hay.,705,,No hay.  ,No hay. ,,No hay.  ,No hay. ,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
707|2|0|N/C,707,,N/C,"Se utiliza Grasa EP2, limpia Contacto.",,N/C,"Se utiliza Grasa EP2, limpia Contacto.",,,,N/C,,,false,2026-07-01T18:10:26.296Z
709|2|0|N/A,709,,N/A,Soporte de Jeringa 50ml,,N/A,Soporte de Jeringa 50ml,,,,N/A,,,false,2026-07-01T18:10:26.296Z
711|2|0|N/C,711,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
706|2|0|SN,706,,SN,Fusible de retardo 10 Amperes,,SN,Fusible de retardo 10 Amperes,,,,SN,,,false,2026-07-01T18:10:26.296Z
713|2|0|1531145,713,,1531145,"Assy, Fan 70x70x15mm",,1531145,"Assy, Fan 70x70x15mm",,,,1531145,,,false,2026-07-01T18:10:26.296Z
715|2|0|1525500.,715,,1525500.,Assy Rubí,,"1.- 1525500. 
2.- 1534958. ","1.- Assy Rubí 
2.- Leaf motor spare kit.",,,,1525500.,,,false,2026-07-01T18:10:26.296Z
715|2|1|1534958.,715,,1534958.,Leaf motor spare kit.,,"1.- 1525500. 
2.- 1534958. ","1.- Assy Rubí 
2.- Leaf motor spare kit.",,,,1534958.,,,false,2026-07-01T18:10:26.296Z
718|2|0|N/C,718,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
721|2|0|BJ5590.002.,721,,BJ5590.002. ,Ion Chamber. Numero de serie CHA0544. ,,BJ5590.002. ,Ion Chamber. Numero de serie CHA0544. ,,,,BJ5590.002. ,,,false,2026-07-01T18:10:26.296Z
722|2|0|1511862,722,,1511862,AI12 PCB,,1511862,AI12 PCB,,,,1511862,,,false,2026-07-01T18:10:26.296Z
724|2|0|No hay.,724,,No hay. ,Wd-40.  Grasa Ep2.  Limpia contactos. ,,No hay. ,Wd-40.  Grasa Ep2.  Limpia contactos. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
728|2|0|N/C,728,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
735|2|0|No hay.,735,,No hay. ,"Grasa EP2, limpiacontactos y paños de limpieza. ",,No hay. ,"Grasa EP2, limpiacontactos y paños de limpieza. ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
741|3|0|45133317840,741,,45133317840,Check / Coarse Pot and Cable 2 Unidades,,45133317840,Check / Coarse Pot and Cable 2 Unidades,,,,45133317840,,,false,2026-07-01T18:10:26.296Z
741|2|0|45133317881,741,,45133317881,Fine Pot and Cable,,45133317881,Fine Pot and Cable,,,,45133317881,,,false,2026-07-01T18:10:26.296Z
742|3|0|45133411850,742,,45133411850,cable PL9,,45133411850,cable PL9,,,,45133411850,,,false,2026-07-01T18:10:26.296Z
742|2|0|45133411848,742,,45133411848,cable Sk7A,,45133411848,cable Sk7A,,,,45133411848,,,false,2026-07-01T18:10:26.296Z
743|2|0|4714201102.,743,,4714201102.,Magnetròn MG5193.,,"1.- 4714201102. 
2.- Cable sustituto. ","1.- Magnetròn MG5193.
2._ Cable de HT. ",,,,4714201102.,,,false,2026-07-01T18:10:26.296Z
743|2|1|Cable sustituto.,743,,Cable sustituto.,_ Cable de HT.,,"1.- 4714201102. 
2.- Cable sustituto. ","1.- Magnetròn MG5193.
2._ Cable de HT. ",,,,Cable sustituto.,,,false,2026-07-01T18:10:26.296Z
744|2|0|45133326854.,744,,45133326854.,Mirror assembly (Mylar).,,"1.- 45133326854. 
2.- 45133327663. 
3.- 45133327662. 
4.- 1010495. 
5.- 1007545. ","1- Mirror assembly (Mylar).
2.- Projector mirror. 
3.- Beam splitter mirror. 
4.- Camera mirror 
5.- Dos reflectores láminas Y1-1 y Y2-1. ",,,,45133326854.,,,false,2026-07-01T18:10:26.296Z
744|2|1|45133327663.,744,,45133327663.,Projector mirror.,,"1.- 45133326854. 
2.- 45133327663. 
3.- 45133327662. 
4.- 1010495. 
5.- 1007545. ","1- Mirror assembly (Mylar).
2.- Projector mirror. 
3.- Beam splitter mirror. 
4.- Camera mirror 
5.- Dos reflectores láminas Y1-1 y Y2-1. ",,,,45133327663.,,,false,2026-07-01T18:10:26.296Z
744|2|2|45133327662.,744,,45133327662.,Beam splitter mirror.,,"1.- 45133326854. 
2.- 45133327663. 
3.- 45133327662. 
4.- 1010495. 
5.- 1007545. ","1- Mirror assembly (Mylar).
2.- Projector mirror. 
3.- Beam splitter mirror. 
4.- Camera mirror 
5.- Dos reflectores láminas Y1-1 y Y2-1. ",,,,45133327662.,,,false,2026-07-01T18:10:26.296Z
744|2|3|1010495.,744,,1010495.,Camera mirror,,"1.- 45133326854. 
2.- 45133327663. 
3.- 45133327662. 
4.- 1010495. 
5.- 1007545. ","1- Mirror assembly (Mylar).
2.- Projector mirror. 
3.- Beam splitter mirror. 
4.- Camera mirror 
5.- Dos reflectores láminas Y1-1 y Y2-1. ",,,,1010495.,,,false,2026-07-01T18:10:26.296Z
744|2|4|1007545.,744,,1007545.,Dos reflectores láminas Y1-1 y Y2-1.,,"1.- 45133326854. 
2.- 45133327663. 
3.- 45133327662. 
4.- 1010495. 
5.- 1007545. ","1- Mirror assembly (Mylar).
2.- Projector mirror. 
3.- Beam splitter mirror. 
4.- Camera mirror 
5.- Dos reflectores láminas Y1-1 y Y2-1. ",,,,1007545.,,,false,2026-07-01T18:10:26.296Z
746|2|0|N/C,746,,N/C,Ampolleta  Halogena 12v 75w,,N/C,Ampolleta  Halogena 12v 75w,,,,N/C,,,false,2026-07-01T18:10:26.296Z
731|2|0|N/A,731,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
732|2|0|C7976A,732,,C7976A,Kit de Cintas LTO6,,C7976A,Kit de Cintas LTO6,,,,C7976A,,,false,2026-07-01T18:10:26.296Z
733|2|0|No hay.,733,,No hay. ,"Grasa, limpia contactos, WD40. ",,No hay. ,"Grasa, limpia contactos, WD40. ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
749|2|0|No hay.,749,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
750|2|0|No hay.,750,,No hay.  ,"Limpia contactos, WD40 y paños de limpieza. ",,No hay.  ,"Limpia contactos, WD40 y paños de limpieza. ",,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
752|3|0|45133502026,752,,45133502026,X RAY TUBE Assembly ,,45133502026,X RAY TUBE Assembly ,,,,45133502026,,,false,2026-07-01T18:10:26.296Z
754|2|0|244120001143,754,,244120001143,Gabinete Iview MK-6,,244120001143,Gabinete Iview MK-6,,,,244120001143,,,false,2026-07-01T18:10:26.296Z
763|2|0|No hay,763,,No hay,Ampolleta halógena 12 V / 75 W.,,No hay,Ampolleta halógena 12 V / 75 W.,,,,No hay,,,false,2026-07-01T18:10:26.296Z
764|2|0|821321900352,764,,821321900352,"Fusible de retardo,  10 Amp. 32 Vac. (FS32E)  ",,821321900352,"Fusible de retardo,  10 Amp. 32 Vac. (FS32E)  ",,,,821321900352,,,false,2026-07-01T18:10:26.296Z
767|2|0|no hay,767,,no hay,na hay,,no hay,na hay,,,,no hay,,,false,2026-07-01T18:10:26.296Z
768|2|0|1519103_Rev02,768,,1519103_Rev02,Dosimetry Board A Programmed,,1519103_Rev02,Dosimetry Board A Programmed,,,,1519103_Rev02,,,false,2026-07-01T18:10:26.296Z
769|3|0|,769,,,2 Filtros de Agua 5 micrones Elekta,,,2 Filtros de Agua 5 micrones Elekta,,,,,,,false,2026-07-01T18:10:26.296Z
770|2|0|No hay.,770,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
771|2|0|45133304326,771,,45133304326,Output Windows Serie 1000109300,,45133304326,Output Windows Serie 1000109300,,,,45133304326,,,false,2026-07-01T18:10:26.296Z
774|2|0|1535987,774,,1535987,tarjeta Dose Board,,1535987,tarjeta Dose Board,,,,1535987,,,false,2026-07-01T18:10:26.296Z
775|2|0|N/A,775,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
778|2|0|N/A,778,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
779|3|0|1534958,779,,1534958,"kit, spare, leaf MO",,1534958,"kit, spare, leaf MO",,,,1534958,,,false,2026-07-01T18:10:26.296Z
779|2|0|1534958,779,,1534958,"Kit, Soares, leaf MO",,1534958,"Kit, Soares, leaf MO",,,,1534958,,,false,2026-07-01T18:10:26.296Z
756|2|0|,756,,,Ampolleta ODI ,,,Ampolleta ODI ,,,,,,,false,2026-07-01T18:10:26.296Z
785|2|0|1501074 Rev. 02,785,,1501074 Rev. 02,"PCB ASSEMBLY, DOSIMETRY B",,1501074 Rev. 02,"PCB ASSEMBLY, DOSIMETRY B",,,,1501074 Rev. 02,,,false,2026-07-01T18:10:26.296Z
786|2|0|N/A,786,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
789|3|0|451362610003J,789,,451362610003J,"(cantidad=2) BELT, TIMING, S/SIDED",,451362610003J,"(cantidad=2) BELT, TIMING, S/SIDED",,,,451362610003J,,,false,2026-07-01T18:10:26.296Z
789|2|0|1541718,789,,1541718,"(Cantidad=2)Fru, Pancake Motor Assembly",,1541718,"(Cantidad=2)Fru, Pancake Motor Assembly",,,,1541718,,,false,2026-07-01T18:10:26.296Z
790|2|0|NA,790,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
791|2|0|1534958,791,,1534958,1 Nr Leaf Motor Spares Kit. ,,1534958,1 Nr Leaf Motor Spares Kit. ,,,,1534958,,,false,2026-07-01T18:10:26.296Z
792|3|0|1517657,792,,1517657,1 Pc  leaf motor drive Y2 ,,1517657,1 Pc  leaf motor drive Y2 ,,,,1517657,,,false,2026-07-01T18:10:26.296Z
792|4|0|1022096,792,,1022096,Fan Assy 70x70,,1022096,Fan Assy 70x70,,,,1022096,,,false,2026-07-01T18:10:26.296Z
792|2|0|1016476,792,,1016476,4 kit leaf motor,,1016476,4 kit leaf motor,,,,1016476,,,false,2026-07-01T18:10:26.296Z
796|2|0|1527044,796,,1527044,"programmed PCB assy, Router",,1527044,"programmed PCB assy, Router",,,,1527044,,,false,2026-07-01T18:10:26.296Z
798|2|0|1016850,798,,1016850,MLC Camera Cable,,1016850,MLC Camera Cable,,,,1016850,,,false,2026-07-01T18:10:26.296Z
800|2|0|N/C,800,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
802|2|0|Sin número de parte,802,,Sin número de parte,Soldadura de estaño y componente Wulf,,Sin número de parte,Soldadura de estaño y componente Wulf,,,,Sin número de parte,,,false,2026-07-01T18:10:26.296Z
803|2|0|45133302156,803,,45133302156,gearbox ,,45133302156,gearbox ,,,,45133302156,,,false,2026-07-01T18:10:26.296Z
804|2|0|,804,,,fusible de 10A/32vp,,,fusible de 10A/32vp,,,,,,,false,2026-07-01T18:10:26.296Z
782|2|0|No hay.,782,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
810|2|0|1016518,810,,1016518,Detector Panel PSU (XRD -EPS),,1016518,Detector Panel PSU (XRD -EPS),,,,1016518,,,false,2026-07-01T18:10:26.296Z
811|2|0|N/C,811,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
813|2|0|1517618,813,,1517618,control FKP,,1517618,control FKP,,,,1517618,,,false,2026-07-01T18:10:26.296Z
815|2|0|N/C,815,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
818|2|0|No hay.,818,,No hay.  ,No hay. ,,No hay.  ,No hay. ,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
"820|2|0|zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]",820,,"zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]","No Corresponde, sólo caracterización de Nva. Licencia y configuraciones del especialista.",,"zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]","No Corresponde, sólo caracterización de Nva. Licencia y configuraciones del especialista.",,,,"zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]",,,false,2026-07-01T18:10:26.296Z
821|2|0|1006737,821,,1006737,SIB PCB ,,1006737,SIB PCB ,,,,1006737,,,false,2026-07-01T18:10:26.296Z
822|2|0|N/C,822,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
824|3|0|PN  4513 330 8530,824,,PN  4513 330 8530,Magnetron e2V MG6370E.  Número de serie  18388765.,,PN  4513 330 8530,Magnetron e2V MG6370E.  Número de serie  18388765.,,,,PN  4513 330 8530,,,false,2026-07-01T18:10:26.296Z
825|2|0|,825,,,Fusible 10A,,,Fusible 10A,,,,,,,false,2026-07-01T18:10:26.296Z
826|2|0|1535987,826,,1535987,"FRU, DOSE BOARD",,1535987,"FRU, DOSE BOARD",,,,1535987,,,false,2026-07-01T18:10:26.296Z
827|2|0|1538489,827,,1538489,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",,1538489,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",,,,1538489,,,false,2026-07-01T18:10:26.296Z
828|2|0|1516728 vs 02,828,,1516728 vs 02,BMDM - DVD Update de FCO IGUIDE ,,1516728 vs 02,BMDM - DVD Update de FCO IGUIDE ,,,,1516728 vs 02,,,false,2026-07-01T18:10:26.296Z
829|2|0|NA,829,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
832|2|0|NA,832,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
833|2|0|,833,,,fusible 10 A  32 V pp,,,fusible 10 A  32 V pp,,,,,,,false,2026-07-01T18:10:26.296Z
837|2|0|N/C,837,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
840|2|0|1016476,840,,1016476,"kit, Soares leaf motor ",,1016476,"kit, Soares leaf motor ",,,,1016476,,,false,2026-07-01T18:10:26.296Z
841|2|0|1006737,841,,1006737,PCB Assy Sib,,1006737,PCB Assy Sib,,,,1006737,,,false,2026-07-01T18:10:26.296Z
845|2|0|N/C,845,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
852|2|0|SN,852,,SN,fusible de 10 amp,,SN,fusible de 10 amp,,,,SN,,,false,2026-07-01T18:10:26.296Z
854|2|0|SN,854,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
855|2|0|1010461,855,,1010461,Cab Assy,,1010461,Cab Assy,,,,1010461,,,false,2026-07-01T18:10:26.296Z
857|2|0|sin número de parte,857,,sin número de parte,Seguro Zagers de 10 mm,,sin número de parte,Seguro Zagers de 10 mm,,,,sin número de parte,,,false,2026-07-01T18:10:26.296Z
858|2|0|1010848,858,,1010848,"Mirror Assembly, opt",,1010848,"Mirror Assembly, opt",,,,1010848,,,false,2026-07-01T18:10:26.296Z
859|2|0|BJ9100.009,859,,BJ9100.009,"Fru, Ion Chamber",,BJ9100.009,"Fru, Ion Chamber",,,,BJ9100.009,,,false,2026-07-01T18:10:26.296Z
862|2|0|SN,862,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
863|2|0|,863,,,HDD para NSS,,,HDD para NSS,,,,,,,false,2026-07-01T18:10:26.296Z
864|3|0|P01366-B21,864,,P01366-B21,HPE 96W Smart storege battery,,P01366-B21,HPE 96W Smart storege battery,,,,P01366-B21,,,false,2026-07-01T18:10:26.296Z
864|2|0|749796,864,,749796,"HPE SMART ARRAY, adtive raid on",,749796,"HPE SMART ARRAY, adtive raid on",,,,749796,,,false,2026-07-01T18:10:26.296Z
865|2|0|4513 331 8950,865,,4513 331 8950 ,Freno X Longitudinal de camilla,,4513 331 8950 ,Freno X Longitudinal de camilla,,,,4513 331 8950 ,,,false,2026-07-01T18:10:26.296Z
866|2|0|SN,866,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
867|2|0|N/C,867,,N/C,"Caja black box (02)
cables de conexiones  (02)
Monitor 22"" (01)
Teclado (01)
Mouse (01)",,N/C,"Caja black box (02)
cables de conexiones  (02)
Monitor 22"" (01)
Teclado (01)
Mouse (01)",,,,N/C,,,false,2026-07-01T18:10:26.296Z
"868|2|0|BJ5989.051
4392401101
3627401103",868,,"BJ5989.051
4392401101
3627401103","95 mm Flexible RF
R.F. Seal 6268
O-ring 101x75 FPM",,"BJ5989.051
4392401101
3627401103","95 mm Flexible RF
R.F. Seal 6268
O-ring 101x75 FPM",,,,"BJ5989.051
4392401101
3627401103",,,false,2026-07-01T18:10:26.296Z
870|2|0|SN,870,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
871|3|0|45133412203 issue 01,871,,45133412203 issue 01,"Sk19 - sk13A - sk3(A,B,C,D)",,45133412203 issue 01,"Sk19 - sk13A - sk3(A,B,C,D)",,,,45133412203 issue 01,,,false,2026-07-01T18:10:26.296Z
871|2|0|4513341185001U,871,,4513341185001U,"Cable  Assy, Pl9 to S",,4513341185001U,"Cable  Assy, Pl9 to S",,,,4513341185001U,,,false,2026-07-01T18:10:26.296Z
872|2|0|,872,,,Fusible 10A Thyratron Supply,,,Fusible 10A Thyratron Supply,,,,,,,false,2026-07-01T18:10:26.296Z
874|2|0|45133304800,874,,45133304800,Electron Gun.  Número de serie 0247768. ,,45133304800,Electron Gun.  Número de serie 0247768. ,,,,45133304800,,,false,2026-07-01T18:10:26.296Z
875|2|0|2322 661 53211,875,,2322 661 53211,Thermistor PTC TH1,,2322 661 53211,Thermistor PTC TH1,,,,2322 661 53211,,,false,2026-07-01T18:10:26.296Z
876|2|0|No hay.,876,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
880|2|0|,880,,,Contenedor depósito de líquido de sueros,,,Contenedor depósito de líquido de sueros,,,,,,,false,2026-07-01T18:10:26.296Z
897|2|0|1538489 REv 02,897,,1538489 REv 02 ,PCB Video XVI y PCB DLG's,,1538489 REv 02 ,PCB Video XVI y PCB DLG's,,,,1538489 REv 02 ,,,false,2026-07-01T18:10:26.296Z
900|3|0|45133164423,900,,45133164423,2 unidades Water filter,,45133164423,2 unidades Water filter,,,,45133164423,,,false,2026-07-01T18:10:26.296Z
900|2|0|1022595,900,,1022595,2 Way Water Valve Replacement mod kit,,1022595,2 Way Water Valve Replacement mod kit,,,,1022595,,,false,2026-07-01T18:10:26.296Z
902|3|0|1016474,902,,1016474,2x DLG Brake Spare,,1016474,2x DLG Brake Spare,,,,1016474,,,false,2026-07-01T18:10:26.296Z
902|4|0|1534958,902,,1534958,10 x Kit leaf motor screw and nut ,,1534958,10 x Kit leaf motor screw and nut ,,,,1534958,,,false,2026-07-01T18:10:26.296Z
902|2|0|1016472,902,,1016472,2x Diaphragms Brake Spare,,1016472,2x Diaphragms Brake Spare,,,,1016472,,,false,2026-07-01T18:10:26.296Z
903|2|0|,903,,,Fusible 10A 250V,,,Fusible 10A 250V,,,,,,,false,2026-07-01T18:10:26.296Z
"904|2|0|P/N 1015075
P/N 1015076
P/N 8113024252101J",904,,"P/N 1015075
P/N 1015076
P/N 8113024252101J","01 cinta SK25AA
01 cints SK25BB
01 leadscrew assembly",,"P/N 1015075
P/N 1015076
P/N 8113024252101J","01 cinta SK25AA
01 cints SK25BB
01 leadscrew assembly",,,,"P/N 1015075
P/N 1015076
P/N 8113024252101J",,,false,2026-07-01T18:10:26.296Z
882|2|0|Sin número de parte,882,,Sin número de parte,Sin repuesto,,Sin número de parte,Sin repuesto,,,,Sin número de parte,,,false,2026-07-01T18:10:26.296Z
"883|2|0|45133909025
4513332644304F",883,,"45133909025
4513332644304F","02 Motor Driver Board
06 Motor Assembly",,"45133909025
4513332644304F","02 Motor Driver Board
06 Motor Assembly",,,,"45133909025
4513332644304F",,,false,2026-07-01T18:10:26.296Z
884|2|0|45133502668,884,,45133502668,Spring,,45133502668,Spring,,,,45133502668,,,false,2026-07-01T18:10:26.296Z
885|2|0|S/P.N.,885,,S/P.N.,Cable PL5,,S/P.N.,Cable PL5,,,,S/P.N.,,,false,2026-07-01T18:10:26.296Z
886|2|0|45133412203,886,,45133412203,Cable SK19 Touchguard para Panel KV,,45133412203,Cable SK19 Touchguard para Panel KV,,,,45133412203,,,false,2026-07-01T18:10:26.296Z
887|2|0|,887,,,fusible 10A 32VP,,,fusible 10A 32VP,,,,,,,false,2026-07-01T18:10:26.296Z
889|2|0|SN,889,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
890|2|0|Sin número de parte,890,,Sin número de parte,Sin repuesto,,Sin número de parte,Sin repuesto,,,,Sin número de parte,,,false,2026-07-01T18:10:26.296Z
891|2|0|N/A,891,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
894|2|0|NO,894,,NO,No,,NO,No,,,,NO,,,false,2026-07-01T18:10:26.296Z
906|2|0|SN,906,,SN,Integrado IC 5V ,,SN,Integrado IC 5V ,,,,SN,,,false,2026-07-01T18:10:26.296Z
908|2|0|1016246,908,,1016246,Assy Leafbank Flex Circuit,,1016246,Assy Leafbank Flex Circuit,,,,1016246,,,false,2026-07-01T18:10:26.296Z
910|2|0|N/C,910,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
911|2|0|SN,911,,SN,fusible 10 amp. 250Volt,,SN,fusible 10 amp. 250Volt,,,,SN,,,false,2026-07-01T18:10:26.296Z
914|2|0|No aplica,914,,No aplica,Limpia Contacto,,No aplica,Limpia Contacto,,,,No aplica,,,false,2026-07-01T18:10:26.296Z
919|2|0|No hay,919,,No hay,No hay,,No hay,No hay,,,,No hay,,,false,2026-07-01T18:10:26.296Z
920|2|0|Sin número de parte,920,,Sin número de parte,Cable alternativo de HT,,Sin número de parte,Cable alternativo de HT,,,,Sin número de parte,,,false,2026-07-01T18:10:26.296Z
923|2|0|No Hay,923,,No Hay,No Hay,,No Hay,No Hay,,,,No Hay,,,false,2026-07-01T18:10:26.296Z
924|2|0|4513390460,924,,4513390460,Tarjeta de control de IviewGt,,4513390460,Tarjeta de control de IviewGt,,,,4513390460,,,false,2026-07-01T18:10:26.296Z
925|2|0|4513390560,925,,4513390560,Tarjeta dd mando Iviewgt,,4513390560,Tarjeta dd mando Iviewgt,,,,4513390560,,,false,2026-07-01T18:10:26.296Z
926|2|0|1516657,926,,1516657,Lesf Motor Drive PCB,,1516657,Lesf Motor Drive PCB,,,,1516657,,,false,2026-07-01T18:10:26.296Z
927|2|0|1010460,927,,1010460,cable assy,,1010460,cable assy,,,,1010460,,,false,2026-07-01T18:10:26.296Z
928|2|0|N/U,928,,N/U,N/U,,N/U,N/U,,,,N/U,,,false,2026-07-01T18:10:26.296Z
929|2|0|SN,929,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
931|2|0|,931,,,Bateria Litio CR2032,,,Bateria Litio CR2032,,,,,,,false,2026-07-01T18:10:26.296Z
935|2|0|N/C,935,,N/C,ampolleta Osram  de 12v 75w,,N/C,ampolleta Osram  de 12v 75w,,,,N/C,,,false,2026-07-01T18:10:26.296Z
936|2|0|N/C,936,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
937|2|0|No utilizado,937,,No utilizado,No utilizado,,No utilizado,No utilizado,,,,No utilizado,,,false,2026-07-01T18:10:26.296Z
938|2|0|No utilizado,938,,No utilizado,No utilizado,,No utilizado,No utilizado,,,,No utilizado,,,false,2026-07-01T18:10:26.296Z
939|2|0|N/ utilizado,939,,N/ utilizado,N/ utilizado,,N/ utilizado,N/ utilizado,,,,N/ utilizado,,,false,2026-07-01T18:10:26.296Z
940|2|0|N/A,940,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
942|3|0|,942,,,Conjunto de Potenciometros de Gantry.,,,Conjunto de Potenciometros de Gantry.,,,,,,,false,2026-07-01T18:10:26.296Z
