identity_id,dolibarr_product_id,identity_type,identity_value,identity_value_normalized,dolibarr_ref,dolibarr_barcode,dolibarr_label,extracted_at
11149|ID|11149,11149,ID,11149,11149,1019836,,Leaf drive motherboard (target) spares kit,2026-08-03T04:54:39.696Z
12122|REF|1019941,12122,REF,1019941,1019941,1019941,,"CABLE,ADAPTOR,PL801L TO SK801L, EIM CABINET",2026-08-03T04:54:39.696Z
12122|ID|12122,12122,ID,12122,12122,1019941,,"CABLE,ADAPTOR,PL801L TO SK801L, EIM CABINET",2026-08-03T04:54:39.696Z
12125|REF|1019967,12125,REF,1019967,1019967,1019967,,"CABLE ASSY, PL801F TO SK801F",2026-08-03T04:54:39.696Z
12125|ID|12125,12125,ID,12125,12125,1019967,,"CABLE ASSY, PL801F TO SK801F",2026-08-03T04:54:39.696Z
12284|REF|1019974,12284,REF,1019974,1019974,1019974,,"PCB, backplane (152531 and later)",2026-08-03T04:54:39.696Z
12284|ID|12284,12284,ID,12284,12284,1019974,,"PCB, backplane (152531 and later)",2026-08-03T04:54:39.696Z
11510|REF|1020015,11510,REF,1020015,1020015,1020015,,Vacuum Purge Tool Kit,2026-08-03T04:54:39.696Z
11510|ID|11510,11510,ID,11510,11510,1020015,,Vacuum Purge Tool Kit,2026-08-03T04:54:39.696Z
12004|REF|1020281-01,12004,REF,1020281-01,102028101,1020281-01,,Cable Connector Tester,2026-08-03T04:54:39.696Z
12004|ID|12004,12004,ID,12004,12004,1020281-01,,Cable Connector Tester,2026-08-03T04:54:39.696Z
11630|REF|1020282,11630,REF,1020282,1020282,1020282,,"Kit, Interface Cabinet Upgrade (breakers)",2026-08-03T04:54:39.696Z
11630|ID|11630,11630,ID,11630,11630,1020282,,"Kit, Interface Cabinet Upgrade (breakers)",2026-08-03T04:54:39.696Z
10722|REF|1020302,10722,REF,1020302,1020302,1020302,,"CABLE, SK33F TO SK37D & SK33D/34L",2026-08-03T04:54:39.696Z
10722|ID|10722,10722,ID,10722,10722,1020302,,"CABLE, SK33F TO SK37D & SK33D/34L",2026-08-03T04:54:39.696Z
11632|REF|1020413,11632,REF,1020413,1020413,1020413,,Pcb Assy D. Rot Motor,2026-08-03T04:54:39.696Z
11632|ID|11632,11632,ID,11632,11632,1020413,,Pcb Assy D. Rot Motor,2026-08-03T04:54:39.696Z
11483|REF|1020468,11483,REF,1020468,1020468,1020468,,DOSE A,2026-08-03T04:54:39.696Z
11483|ID|11483,11483,ID,11483,11483,1020468,,DOSE A,2026-08-03T04:54:39.696Z
12257|REF|1020469,12257,REF,1020469,1020469,1020469,,"PCB ASSEMBLY, DOSE A BMEI",2026-08-03T04:54:39.696Z
12257|ID|12257,12257,ID,12257,12257,1020469,,"PCB ASSEMBLY, DOSE A BMEI",2026-08-03T04:54:39.696Z
12145|REF|1020470,12145,REF,1020470,1020470,1020470,,"SPARES KIT, DOSE/SIB/HDRE + AU",2026-08-03T04:54:39.696Z
12145|ID|12145,12145,ID,12145,12145,1020470,,"SPARES KIT, DOSE/SIB/HDRE + AU",2026-08-03T04:54:39.696Z
11663|REF|1020472,11663,REF,1020472,1020472,1020472,,"Mod, Kit-Dose A Pcb Firmware",2026-08-03T04:54:39.696Z
11663|ID|11663,11663,ID,11663,11663,1020472,,"Mod, Kit-Dose A Pcb Firmware",2026-08-03T04:54:39.696Z
12320|REF|1020685,12320,REF,1020685,1020685,1020685,,"PCB assy, MK.II inline calibration",2026-08-03T04:54:39.696Z
12320|ID|12320,12320,ID,12320,12320,1020685,,"PCB assy, MK.II inline calibration",2026-08-03T04:54:39.696Z
10763|REF|1020803,10763,REF,1020803,1020803,1020803,,Assy Accessory Socket,2026-08-03T04:54:39.696Z
10763|ID|10763,10763,ID,10763,10763,1020803,,Assy Accessory Socket,2026-08-03T04:54:39.696Z
11811|REF|1020814,11811,REF,1020814,1020814,1020814,,COLLIMATOR LIFTING LIG,2026-08-03T04:54:39.696Z
11811|ID|11811,11811,ID,11811,11811,1020814,,COLLIMATOR LIFTING LIG,2026-08-03T04:54:39.696Z
11138|REF|1020816,11138,REF,1020816,1020816,1020816,,"Hexagonal driver, T-handle, 6 × 350 mm",2026-08-03T04:54:39.696Z
11138|ID|11138,11138,ID,11138,11138,1020816,,"Hexagonal driver, T-handle, 6 × 350 mm",2026-08-03T04:54:39.696Z
11157|REF|1020820,11157,REF,1020820,1020820,1020820,,Wedge microswitch spares kit,2026-08-03T04:54:39.696Z
11157|ID|11157,11157,ID,11157,11157,1020820,,Wedge microswitch spares kit,2026-08-03T04:54:39.696Z
10911|REF|1020825,10911,REF,1020825,1020825,1020825,,Leaf drive module alignment tools,2026-08-03T04:54:39.696Z
10911|ID|10911,10911,ID,10911,10911,1020825,,Leaf drive module alignment tools,2026-08-03T04:54:39.696Z
11004|REF|1020850,11004,REF,1020850,1020850,1020850,,"Programmable Pulse Generator, PPG-CVDR PCB",2026-08-03T04:54:39.696Z
11004|ID|11004,11004,ID,11004,11004,1020850,,"Programmable Pulse Generator, PPG-CVDR PCB",2026-08-03T04:54:39.696Z
11760|REF|1021007,11760,REF,1021007,1021007,1021007,,Ruby fix jig,2026-08-03T04:54:39.696Z
11760|ID|11760,11760,ID,11760,11760,1021007,,Ruby fix jig,2026-08-03T04:54:39.696Z
10910|REF|1021014,10910,REF,1021014,1021014,1021014,,"Service kit, Ruby replacement",2026-08-03T04:54:39.696Z
10910|ID|10910,10910,ID,10910,10910,1021014,,"Service kit, Ruby replacement",2026-08-03T04:54:39.696Z
11631|REF|1021081,11631,REF,1021081,1021081,1021081,,"Pcb Assy, Head Retrac",2026-08-03T04:54:39.696Z
11631|ID|11631,11631,ID,11631,11631,1021081,,"Pcb Assy, Head Retrac",2026-08-03T04:54:39.696Z
10145|REF|1021195,10145,REF,1021195,1021195,1021195,,PCB ASSY INTERMEDIATE DLG,2026-08-03T04:54:39.696Z
10145|ID|10145,10145,ID,10145,10145,1021195,,PCB ASSY INTERMEDIATE DLG,2026-08-03T04:54:39.696Z
10768|REF|1021307,10768,REF,1021307,1021307,1021307,,PCB Assy Backplane,2026-08-03T04:54:39.696Z
10768|ID|10768,10768,ID,10768,10768,1021307,,PCB Assy Backplane,2026-08-03T04:54:39.696Z
10764|REF|1021309___1564281,10764,REF,1021309___1564281,10213091564281,1021309___1564281,,"PCB ASSY, WEDGE CONTROL",2026-08-03T04:54:39.696Z
10764|ID|10764,10764,ID,10764,10764,1021309___1564281,,"PCB ASSY, WEDGE CONTROL",2026-08-03T04:54:39.696Z
11626|REF|1021367,11626,REF,1021367,1021367,1021367,,Mod. Kit-Diode Cover,2026-08-03T04:54:39.696Z
11626|ID|11626,11626,ID,11626,11626,1021367,,Mod. Kit-Diode Cover,2026-08-03T04:54:39.696Z
12005|REF|1021576,12005,REF,1021576,1021576,1021576,,"Veristor, epcos b7222",2026-08-03T04:54:39.696Z
12005|ID|12005,12005,ID,12005,12005,1021576,,"Veristor, epcos b7222",2026-08-03T04:54:39.696Z
10775|REF|1022096,10775,REF,1022096,1022096,1022096,,Assy Fan 70x70x15mm NO USAR,2026-08-03T04:54:39.696Z
10775|ID|10775,10775,ID,10775,10775,1022096,,Assy Fan 70x70x15mm NO USAR,2026-08-03T04:54:39.696Z
10976|REF|1022100,10976,REF,1022100,1022100,1022100,,"PCB ASSY, HEAD RETRACTILE, SIGNAL",2026-08-03T04:54:39.696Z
10976|ID|10976,10976,ID,10976,10976,1022100,,"PCB ASSY, HEAD RETRACTILE, SIGNAL",2026-08-03T04:54:39.696Z
11810|REF|1022161,11810,REF,1022161,1022161,1022161,,MICROSWITCH OMRON SS-01GL8043,2026-08-03T04:54:39.696Z
11810|ID|11810,11810,ID,11810,11810,1022161,,MICROSWITCH OMRON SS-01GL8043,2026-08-03T04:54:39.696Z
10772|REF|1022339,10772,REF,1022339,1022339,1022339,,PCB Assy Intermediate Wedge,2026-08-03T04:54:39.696Z
10772|ID|10772,10772,ID,10772,10772,1022339,,PCB Assy Intermediate Wedge,2026-08-03T04:54:39.696Z
12041|REF|1022339_usado,12041,REF,1022339_usado,1022339USADO,1022339_usado,,PCB Assy Intermediate Wedge,2026-08-03T04:54:39.696Z
12041|ID|12041,12041,ID,12041,12041,1022339_usado,,PCB Assy Intermediate Wedge,2026-08-03T04:54:39.696Z
11627|REF|1022378,11627,REF,1022378,1022378,1022378,,"DIODE ASSY, FRU",2026-08-03T04:54:39.696Z
11627|ID|11627,11627,ID,11627,11627,1022378,,"DIODE ASSY, FRU",2026-08-03T04:54:39.696Z
12215|REF|1022386,12215,REF,1022386,1022386,1022386,,"SK60-CAN/PL601BA1 to SK13BB6/SK13A10, CAN/ Control - reeling",2026-08-03T04:54:39.696Z
12215|ID|12215,12215,ID,12215,12215,1022386,,"SK60-CAN/PL601BA1 to SK13BB6/SK13A10, CAN/ Control - reeling",2026-08-03T04:54:39.696Z
10822|REF|1022455,10822,REF,1022455,1022455,1022455,,Imaging breakout assembly,2026-08-03T04:54:39.696Z
10822|ID|10822,10822,ID,10822,10822,1022455,,Imaging breakout assembly,2026-08-03T04:54:39.696Z
12101|REF|1022469,12101,REF,1022469,1022469,1022469,,Lower cable form,2026-08-03T04:54:39.696Z
12101|ID|12101,12101,ID,12101,12101,1022469,,Lower cable form,2026-08-03T04:54:39.696Z
11983|REF|1022473,11983,REF,1022473,1022473,1022473,,Bending Magnet Assembly Repair Kit,2026-08-03T04:54:39.696Z
11983|ID|11983,11983,ID,11983,11983,1022473,,Bending Magnet Assembly Repair Kit,2026-08-03T04:54:39.696Z
12258|REF|1022592,12258,REF,1022592,1022592,1022592,,"CABLE, PL26-C8 TO PL26-Q4",2026-08-03T04:54:39.696Z
12258|ID|12258,12258,ID,12258,12258,1022592,,"CABLE, PL26-C8 TO PL26-Q4",2026-08-03T04:54:39.696Z
12259|REF|1022593,12259,REF,1022593,1022593,1022593,,"CABLE, PL26-C11 TO PL26-K4",2026-08-03T04:54:39.696Z
12259|ID|12259,12259,ID,12259,12259,1022593,,"CABLE, PL26-C11 TO PL26-K4",2026-08-03T04:54:39.696Z
11805|REF|1022595,11805,REF,1022595,1022595,1022595,,Water Valve Kit,2026-08-03T04:54:39.696Z
11805|ID|11805,11805,ID,11805,11805,1022595,,Water Valve Kit,2026-08-03T04:54:39.696Z
10975|REF|1022647,10975,REF,1022647,1022647,1022647,,PCI LIB PROGRAMED,2026-08-03T04:54:39.696Z
10975|ID|10975,10975,ID,10975,10975,1022647,,PCI LIB PROGRAMED,2026-08-03T04:54:39.696Z
11871|REF|1022647_usado,11871,REF,1022647_usado,1022647USADO,1022647_usado,,PCI LIB PROGRAMED,2026-08-03T04:54:39.696Z
11871|ID|11871,11871,ID,11871,11871,1022647_usado,,PCI LIB PROGRAMED,2026-08-03T04:54:39.696Z
11605|REF|1022869,11605,REF,1022869,1022869,1022869,,Signal Condition PCB (SCC-HTB),2026-08-03T04:54:39.696Z
11605|ID|11605,11605,ID,11605,11605,1022869,,Signal Condition PCB (SCC-HTB),2026-08-03T04:54:39.696Z
10974|REF|1022891,10974,REF,1022891,1022891,1022891,,"PCB ASSY, ARM END RE",2026-08-03T04:54:39.696Z
10974|ID|10974,10974,ID,10974,10974,1022891,,"PCB ASSY, ARM END RE",2026-08-03T04:54:39.696Z
11775|REF|1023227,11775,REF,1023227,1023227,1023227,,"Cable assy, Sk60P19 to SK95A2 A side (HHC Breakout)",2026-08-03T04:54:39.696Z
11775|ID|11775,11775,ID,11775,11775,1023227,,"Cable assy, Sk60P19 to SK95A2 A side (HHC Breakout)",2026-08-03T04:54:39.696Z
12029|REF|1023379,12029,REF,1023379,1023379,1023379,,"Cable Assy, PL60BA1",2026-08-03T04:54:39.696Z
12029|ID|12029,12029,ID,12029,12029,1023379,,"Cable Assy, PL60BA1",2026-08-03T04:54:39.696Z
11053|REF|1023451,11053,REF,1023451,1023451,1023451,,"Fuse, 6.3*32mm, 5A 250V",2026-08-03T04:54:39.696Z
11053|ID|11053,11053,ID,11053,11053,1023451,,"Fuse, 6.3*32mm, 5A 250V",2026-08-03T04:54:39.696Z
11054|REF|1023452,11054,REF,1023452,1023452,1023452,,"Fuse, 6.3*32mm, 3A 250V",2026-08-03T04:54:39.696Z
11054|ID|11054,11054,ID,11054,11054,1023452,,"Fuse, 6.3*32mm, 3A 250V",2026-08-03T04:54:39.696Z
11055|REF|1023453,11055,REF,1023453,1023453,1023453,,"Fuse, 6.3*32mm, 7A 250V",2026-08-03T04:54:39.696Z
11055|ID|11055,11055,ID,11055,11055,1023453,,"Fuse, 6.3*32mm, 7A 250V",2026-08-03T04:54:39.696Z
10389|REF|1023530,10389,REF,1023530,1023530,1023530,,ARM CONTROL BOARD (ACB) - IViEWGT,2026-08-03T04:54:39.696Z
10389|ID|10389,10389,ID,10389,10389,1023530,,ARM CONTROL BOARD (ACB) - IViEWGT,2026-08-03T04:54:39.696Z
11013|REF|1023592,11013,REF,1023592,1023592,1023592,,"PCB, LED ASSEMBLY - EIM",2026-08-03T04:54:39.696Z
11013|ID|11013,11013,ID,11013,11013,1023592,,"PCB, LED ASSEMBLY - EIM",2026-08-03T04:54:39.696Z
12098|REF|1023592_usado,12098,REF,1023592_usado,1023592USADO,1023592_usado,,"PCB, LED ASSEMBLY - EIM",2026-08-03T04:54:39.696Z
12098|ID|12098,12098,ID,12098,12098,1023592_usado,,"PCB, LED ASSEMBLY - EIM",2026-08-03T04:54:39.696Z
10908|REF|1024129,10908,REF,1024129,1024129,1024129,,Agility pixel calibration tool,2026-08-03T04:54:39.696Z
10908|ID|10908,10908,ID,10908,10908,1024129,,Agility pixel calibration tool,2026-08-03T04:54:39.696Z
11664|REF|1024167,11664,REF,1024167,1024167,1024167,,"Kit, Spares, Ibutton",2026-08-03T04:54:39.696Z
11664|ID|11664,11664,ID,11664,11664,1024167,,"Kit, Spares, Ibutton",2026-08-03T04:54:39.696Z
12209|REF|1024183,12209,REF,1024183,1024183,1024183,,"Water pump, Flowjet 436990",2026-08-03T04:54:39.696Z
12209|ID|12209,12209,ID,12209,12209,1024183,,"Water pump, Flowjet 436990",2026-08-03T04:54:39.696Z
10700|REF|1024204,10700,REF,1024204,1024204,1024204,,Torque Driver para Agility,2026-08-03T04:54:39.696Z
10700|ID|10700,10700,ID,10700,10700,1024204,,Torque Driver para Agility,2026-08-03T04:54:39.696Z
10918|REF|1024261,10918,REF,1024261,1024261,1024261,,Lifting shackles,2026-08-03T04:54:39.696Z
10918|ID|10918,10918,ID,10918,10918,1024261,,Lifting shackles,2026-08-03T04:54:39.696Z
10917|REF|1024262,10917,REF,1024262,1024262,1024262,,Lifting slings suitable,2026-08-03T04:54:39.696Z
10917|ID|10917,10917,ID,10917,10917,1024262,,Lifting slings suitable,2026-08-03T04:54:39.696Z
10912|REF|1024325,10912,REF,1024325,1024325,1024325,,Lentes de Seguridad con Protección UV,2026-08-03T04:54:39.696Z
10912|ID|10912,10912,ID,10912,10912,1024325,,Lentes de Seguridad con Protección UV,2026-08-03T04:54:39.696Z
11753|REF|1024363,11753,REF,1024363,1024363,1024363,,"Kit, Allen Keys",2026-08-03T04:54:39.696Z
11753|ID|11753,11753,ID,11753,11753,1024363,,"Kit, Allen Keys",2026-08-03T04:54:39.696Z
10610|REF|1024371,10610,REF,1024371,1024371,1024371,,Agility Service Tool (AST),2026-08-03T04:54:39.696Z
10610|ID|10610,10610,ID,10610,10610,1024371,,Agility Service Tool (AST),2026-08-03T04:54:39.696Z
11960|REF|1024453,11960,REF,1024453,1024453,1024453,,Aux Motor drive PSU,2026-08-03T04:54:39.696Z
11960|ID|11960,11960,ID,11960,11960,1024453,,Aux Motor drive PSU,2026-08-03T04:54:39.696Z
11812|REF|1024545,11812,REF,1024545,1024545,1024545,,USER INTERFACE SIDE B FRU,2026-08-03T04:54:39.696Z
11812|ID|11812,11812,ID,11812,11812,1024545,,USER INTERFACE SIDE B FRU,2026-08-03T04:54:39.696Z
12112|REF|1024546,12112,REF,1024546,1024546,1024546,,"User interface, side A",2026-08-03T04:54:39.696Z
12112|ID|12112,12112,ID,12112,12112,1024546,,"User interface, side A",2026-08-03T04:54:39.696Z
11764|REF|1024588_rev.01,11764,REF,1024588_rev.01,1024588REV01,1024588_rev.01,,"Paint, Marker pen, Black, 3mm nib AMbersil 6190050007",2026-08-03T04:54:39.696Z
11764|ID|11764,11764,ID,11764,11764,1024588_rev.01,,"Paint, Marker pen, Black, 3mm nib AMbersil 6190050007",2026-08-03T04:54:39.696Z
10776|REF|1024939,10776,REF,1024939,1024939,1024939,,"ASSY, 40X40X10MM FAN, HEATSINK",2026-08-03T04:54:39.696Z
10776|ID|10776,10776,ID,10776,10776,1024939,,"ASSY, 40X40X10MM FAN, HEATSINK",2026-08-03T04:54:39.696Z
11028|REF|1026565,11028,REF,1026565,1026565,1026565,,Temperature controller,2026-08-03T04:54:39.696Z
11028|ID|11028,11028,ID,11028,11028,1026565,,Temperature controller,2026-08-03T04:54:39.696Z
10865|REF|1026685,10865,REF,1026685,1026685,1026685,,Kit Service Cables,2026-08-03T04:54:39.696Z
10865|ID|10865,10865,ID,10865,10865,1026685,,Kit Service Cables,2026-08-03T04:54:39.696Z
11665|REF|1026709,11665,REF,1026709,1026709,1026709,,"Kit, Upgrade, I/face CAB 16A SKT",2026-08-03T04:54:39.696Z
11665|ID|11665,11665,ID,11665,11665,1026709,,"Kit, Upgrade, I/face CAB 16A SKT",2026-08-03T04:54:39.696Z
11778|REF|1026857,11778,REF,1026857,1026857,1026857,,Art to secon int mon 10m cable,2026-08-03T04:54:39.696Z
11778|ID|11778,11778,ID,11778,11778,1026857,,Art to secon int mon 10m cable,2026-08-03T04:54:39.696Z
11776|REF|1026879,11776,REF,1026879,1026879,1026879,,TCS UPS to UPS 10m cable,2026-08-03T04:54:39.696Z
11776|ID|11776,11776,ID,11776,11776,1026879,,TCS UPS to UPS 10m cable,2026-08-03T04:54:39.696Z
11783|REF|1026971,11783,REF,1026971,1026971,1026971,,PRT 0072 Monitor Kit Synergist,2026-08-03T04:54:39.696Z
11783|ID|11783,11783,ID,11783,11783,1026971,,PRT 0072 Monitor Kit Synergist,2026-08-03T04:54:39.696Z
11795|REF|1026984,11795,REF,1026984,1026984,1026984,,Head Lifting eye LH,2026-08-03T04:54:39.696Z
11795|ID|11795,11795,ID,11795,11795,1026984,,Head Lifting eye LH,2026-08-03T04:54:39.696Z
11794|REF|1026986,11794,REF,1026986,1026986,1026986,,Head Lifting eye RH,2026-08-03T04:54:39.696Z
11794|ID|11794,11794,ID,11794,11794,1026986,,Head Lifting eye RH,2026-08-03T04:54:39.696Z
11052|REF|1027078,11052,REF,1027078,1027078,1027078,,"Kit, Collimator lifting jig",2026-08-03T04:54:39.696Z
11052|ID|11052,11052,ID,11052,11052,1027078,,"Kit, Collimator lifting jig",2026-08-03T04:54:39.696Z
10915|REF|1027627,10915,REF,1027627,1027627,1027627,,Kit - Spares Fuses Agility Head,2026-08-03T04:54:39.696Z
10915|ID|10915,10915,ID,10915,10915,1027627,,Kit - Spares Fuses Agility Head,2026-08-03T04:54:39.696Z
12201|REF|1027687,12201,REF,1027687,1027687,1027687,,Detector imaging panel (AP),2026-08-03T04:54:39.696Z
12201|ID|12201,12201,ID,12201,12201,1027687,,Detector imaging panel (AP),2026-08-03T04:54:39.696Z
11785|REF|1028217,11785,REF,1028217,1028217,1028217,,MLC ELECTRONICS ASSEMBLY,2026-08-03T04:54:39.696Z
11785|ID|11785,11785,ID,11785,11785,1028217,,MLC ELECTRONICS ASSEMBLY,2026-08-03T04:54:39.696Z
10972|REF|1028684,10972,REF,1028684,1028684,1028684,,"ASSY, BACKPLANE",2026-08-03T04:54:39.696Z
10972|ID|10972,10972,ID,10972,10972,1028684,,"ASSY, BACKPLANE",2026-08-03T04:54:39.696Z
11870|REF|1028684_usado,11870,REF,1028684_usado,1028684USADO,1028684_usado,,"ASSY, BACKPLANE",2026-08-03T04:54:39.696Z
11870|ID|11870,11870,ID,11870,11870,1028684_usado,,"ASSY, BACKPLANE",2026-08-03T04:54:39.696Z
10820|REF|1030468,10820,REF,1030468,1030468,1030468,,Dose A PCB,2026-08-03T04:54:39.696Z
10820|ID|10820,10820,ID,10820,10820,1030468,,Dose A PCB,2026-08-03T04:54:39.696Z
12047|REF|1041311Z,12047,REF,1041311Z,1041311Z,1041311Z,,SNC125c Setup Cap,2026-08-03T04:54:39.696Z
12047|ID|12047,12047,ID,12047,12047,1041311Z,,SNC125c Setup Cap,2026-08-03T04:54:39.696Z
12048|REF|1041620Z,12048,REF,1041620Z,1041620Z,1041620Z,,SNC125c 6MV Buildup cap,2026-08-03T04:54:39.696Z
12048|ID|12048,12048,ID,12048,12048,1041620Z,,SNC125c 6MV Buildup cap,2026-08-03T04:54:39.696Z
12049|REF|1041622Z,12049,REF,1041622Z,1041622Z,1041622Z,,SNC125c 15MV Buildup cap,2026-08-03T04:54:39.696Z
12049|ID|12049,12049,ID,12049,12049,1041622Z,,SNC125c 15MV Buildup cap,2026-08-03T04:54:39.696Z
10893|REF|105002,10893,REF,105002,105002,105002,,Fuente de iridio192 para MHDR,2026-08-03T04:54:39.696Z
10893|ID|10893,10893,ID,10893,10893,105002,,Fuente de iridio192 para MHDR,2026-08-03T04:54:39.696Z
12107|REF|105004-00,12107,REF,105004-00,10500400,105004-00,,Check Cable,2026-08-03T04:54:39.696Z
12107|ID|12107,12107,ID,12107,12107,105004-00,,Check Cable,2026-08-03T04:54:39.696Z
11379|REF|1050661,11379,REF,1050661,1050661,1050661,,Detector brake cable-B,2026-08-03T04:54:39.696Z
11379|ID|11379,11379,ID,11379,11379,1050661,,Detector brake cable-B,2026-08-03T04:54:39.696Z
11678|REF|1051800-LV,11678,REF,1051800-LV,1051800LV,1051800-LV,,Leksell® Vantage Head Frame,2026-08-03T04:54:39.696Z
11678|ID|11678,11678,ID,11678,11678,1051800-LV,,Leksell® Vantage Head Frame,2026-08-03T04:54:39.696Z
12196|REF|105810,12196,REF,105810,105810,105810,,Reference optopair,2026-08-03T04:54:39.696Z
12196|ID|12196,12196,ID,12196,12196,105810,,Reference optopair,2026-08-03T04:54:39.696Z
12198|REF|105826,12198,REF,105826,105826,105826,,Indexer optopair wiring assembly,2026-08-03T04:54:39.696Z
12198|ID|12198,12198,ID,12198,12198,105826,,Indexer optopair wiring assembly,2026-08-03T04:54:39.696Z
12043|REF|106001,12043,REF,106001,106001,106001,,Fluke Biomedical - Monitor primalarm,2026-08-03T04:54:39.696Z
12043|ID|12043,12043,ID,12043,12043,106001,,Fluke Biomedical - Monitor primalarm,2026-08-03T04:54:39.696Z
12171|REF|106931-00,12171,REF,106931-00,10693100,106931-00,,Opto Interface Board,2026-08-03T04:54:39.696Z
12171|ID|12171,12171,ID,12171,12171,106931-00,,Opto Interface Board,2026-08-03T04:54:39.696Z
12172|REF|106940-01,12172,REF,106940-01,10694001,106940-01,,Power Supply and Control (PSC3),2026-08-03T04:54:39.696Z
12172|ID|12172,12172,ID,12172,12172,106940-01,,Power Supply and Control (PSC3),2026-08-03T04:54:39.696Z
11724|REF|107043,11724,REF,107043,107043,107043,,TCS computer HP RP5800 series,2026-08-03T04:54:39.696Z
11724|ID|11724,11724,ID,11724,11724,107043,,TCS computer HP RP5800 series,2026-08-03T04:54:39.696Z
12314|REF|10961506,12314,REF,10961506,10961506,10961506,,RADIADOR R.I,2026-08-03T04:54:39.696Z
12314|ID|12314,12314,ID,12314,12314,10961506,,RADIADOR R.I,2026-08-03T04:54:39.696Z
11654|REF|1122000-0Z,11654,REF,1122000-0Z,11220000Z,1122000-0Z,,IC PROFILER Beam Scanning System,2026-08-03T04:54:39.696Z
11654|ID|11654,11654,ID,11654,11654,1122000-0Z,,IC PROFILER Beam Scanning System,2026-08-03T04:54:39.696Z
11656|REF|1122000-EAZ,11656,REF,1122000-EAZ,1122000EAZ,1122000-EAZ,,"Gantry Mounting Fixture, Elekta Agility",2026-08-03T04:54:39.696Z
11656|ID|11656,11656,ID,11656,11656,1122000-EAZ,,"Gantry Mounting Fixture, Elekta Agility",2026-08-03T04:54:39.696Z
11655|REF|1122664Z,11655,REF,1122664Z,1122664Z,1122664Z,,Energy Verification Kit,2026-08-03T04:54:39.696Z
11655|ID|11655,11655,ID,11655,11655,1122664Z,,Energy Verification Kit,2026-08-03T04:54:39.696Z
11922|REF|1142-15SD,11922,REF,1142-15SD,114215SD,1142-15SD,,SunCHECK Machine SunDEPLOYS,2026-08-03T04:54:39.696Z
11922|ID|11922,11922,ID,11922,11922,1142-15SD,,SunCHECK Machine SunDEPLOYS,2026-08-03T04:54:39.696Z
11921|REF|1142000-15,11921,REF,1142000-15,114200015,1142000-15,,SunCHECK Machine,2026-08-03T04:54:39.696Z
11921|ID|11921,11921,ID,11921,11921,1142000-15,,SunCHECK Machine,2026-08-03T04:54:39.696Z
11923|REF|1142000-2P,11923,REF,1142000-2P,11420002P,1142000-2P,,SunCHECK Machine Non-Linac,2026-08-03T04:54:39.696Z
11923|ID|11923,11923,ID,11923,11923,1142000-2P,,SunCHECK Machine Non-Linac,2026-08-03T04:54:39.696Z
11926|REF|1146-2SD,11926,REF,1146-2SD,11462SD,1146-2SD,,SNC Machine SunDEPLOYS,2026-08-03T04:54:39.696Z
11926|ID|11926,11926,ID,11926,11926,1146-2SD,,SNC Machine SunDEPLOYS,2026-08-03T04:54:39.696Z
11925|REF|1146000-2,11925,REF,1146000-2,11460002,1146000-2,,SNC Machine,2026-08-03T04:54:39.696Z
11925|ID|11925,11925,ID,11925,11925,1146000-2,,SNC Machine,2026-08-03T04:54:39.696Z
10254|REF|1172000317AB,10254,REF,1172000317AB,1172000317AB,1172000317AB,,TEST ADAPT 6HE 160,2026-08-03T04:54:39.696Z
10254|ID|10254,10254,ID,10254,10254,1172000317AB,,TEST ADAPT 6HE 160,2026-08-03T04:54:39.696Z
11657|REF|1174112Z,11657,REF,1174112Z,1174112Z,1174112Z,,Solid Water HE 0.3cm,2026-08-03T04:54:39.696Z
11657|ID|11657,11657,ID,11657,11657,1174112Z,,Solid Water HE 0.3cm,2026-08-03T04:54:39.696Z
11658|REF|1174113Z,11658,REF,1174113Z,1174113Z,1174113Z,,Solid Water HE 0.5cm,2026-08-03T04:54:39.696Z
11658|ID|11658,11658,ID,11658,11658,1174113Z,,Solid Water HE 0.5cm,2026-08-03T04:54:39.696Z
11659|REF|1174114Z,11659,REF,1174114Z,1174114Z,1174114Z,,Solid Water HE 1.0cm,2026-08-03T04:54:39.696Z
11659|ID|11659,11659,ID,11659,11659,1174114Z,,Solid Water HE 1.0cm,2026-08-03T04:54:39.696Z
11660|REF|1174115Z,11660,REF,1174115Z,1174115Z,1174115Z,,Solid Water HE 2.0cm,2026-08-03T04:54:39.696Z
11660|ID|11660,11660,ID,11660,11660,1174115Z,,Solid Water HE 2.0cm,2026-08-03T04:54:39.696Z
11661|REF|1174116Z,11661,REF,1174116Z,1174116Z,1174116Z,,Solid Water HE 5.0cm,2026-08-03T04:54:39.696Z
11661|ID|11661,11661,ID,11661,11661,1174116Z,,Solid Water HE 5.0cm,2026-08-03T04:54:39.696Z
11187|REF|118054,11187,REF,118054,118054,118054,,Power supply 12VDC 3A,2026-08-03T04:54:39.696Z
11187|ID|11187,11187,ID,11187,11187,118054,,Power supply 12VDC 3A,2026-08-03T04:54:39.696Z
11807|REF|1217-3SD,11807,REF,1217-3SD,12173SD,1217-3SD,,DoseCHECK SunDEPLOYS,2026-08-03T04:54:39.696Z
11807|ID|11807,11807,ID,11807,11807,1217-3SD,,DoseCHECK SunDEPLOYS,2026-08-03T04:54:39.696Z
11806|REF|1217000-3,11806,REF,1217000-3,12170003,1217000-3,,DoseCHECK,2026-08-03T04:54:39.696Z
