Timestamp,Estado,ID Tarea Fieldbeat,Cliente,Tipo de Tarea,SKU Repuesto,Cantidad Descontada,ID Bodega Usada,ID Movimiento Dolibarr,Mensaje de Error
13/10/2025 13:25:00,Éxito (Sin Repuestos),3335,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
13/10/2025 13:20:00,Éxito (Sin Repuestos),3334,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
13/10/2025 13:15:00,Éxito (Sin Repuestos),3333,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
11/10/2025 18:26:00,Éxito (Sin Repuestos),3328,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,,,,,
11/10/2025 18:10:00,Éxito (Sin Repuestos),3329,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,,,,,
11/10/2025 11:00:00,Éxito (Validación Manual),3332,SERVICIO DE SALUD DE MAGALLANES,REQUERIMIENTO DEL CLIENTE,N/A,0,Otros (Comente),FIX_PATCH_20260119,Cantidad de repuesto no especificada o es cero. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)
11/10/2025 6:07:00,Éxito (Sin Repuestos),3330,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,,,,,
10/10/2025 22:30:00,Éxito (Sin Repuestos),3326,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,,,,,
10/10/2025 22:30:00,Éxito (Sin Repuestos),3325,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,,,,,
10/10/2025 22:00:00,Éxito (Validación Manual),3331,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,1531853,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1531853') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1531853')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
10/10/2025 19:48:00,Éxito (Sin Repuestos),3327,UC CHRISTUS - CECA,REQUERIMIENTO DEL CLIENTE,,,,,
9/10/2025 20:00:00,Éxito (Sin Repuestos),3323,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
9/10/2025 20:00:00,Éxito (Sin Repuestos),3322,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
9/10/2025 16:30:00,Éxito (Sin Repuestos),3320,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,,,,,
9/10/2025 10:00:00,Éxito (Sin Repuestos),3324,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
3/10/2025 21:30:00,Éxito (Sin Repuestos),3317,Instituto Nacional del Cáncer (INC),PREVENTIVA PROGRAMADA,,,,,
3/10/2025 21:30:00,Éxito (Sin Repuestos),3316,Instituto Nacional del Cáncer (INC),PREVENTIVA PROGRAMADA,,,,,
2/10/2025 18:00:00,Éxito (Validación Manual),3318,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA PROGRAMADA,1564298,1,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
2/10/2025 16:30:00,Éxito (Sin Repuestos),3315,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,,,,,
2/10/2025 0:00:00,Éxito (Validación Manual),3311,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,1572991,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1572991') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1572991')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
1/10/2025 21:25:00,Éxito (Sin Repuestos),3313,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,,,,,
1/10/2025 14:37:00,Éxito (Sin Repuestos),3312,INRAD,REQUERIMIENTO DEL CLIENTE,,,,,
30/9/2025 20:30:00,Éxito (Sin Repuestos),3314,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA PROGRAMADA,,,,,
29/9/2025 10:30:00,Éxito (Sin Repuestos),3309,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,,,,,
26/9/2025 19:33:00,Éxito (Sin Repuestos),3308,INRAD,PREVENTIVA PROGRAMADA,,,,,
26/9/2025 17:00:00,Éxito (Sin Repuestos),3310,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,,,,,
26/9/2025 13:39:00,Éxito (Validación Manual),3307,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA PROGRAMADA,1534958,2,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
25/9/2025 22:30:00,Éxito (Validación Manual),3306,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,1502613,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1502613') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1502613')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
24/9/2025 20:30:00,Éxito (Sin Repuestos),3305,UC CHRISTUS - CECA,CORRECTIVA PROGRAMADA,,,,,
23/9/2025 18:00:00,Éxito (Sin Repuestos),3304,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,,,,,
23/9/2025 0:00:00,Éxito (Sin Repuestos),3303,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
22/9/2025 18:06:00,Éxito (Sin Repuestos),3302,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
22/9/2025 9:15:00,Éxito (Sin Repuestos),3301,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
16/9/2025 20:36:00,Éxito (Sin Repuestos),3300,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,,,,,
15/9/2025 9:51:00,Éxito (Sin Repuestos),3299,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,,,,,
12/9/2025 13:30:00,Éxito (Validación Manual),3298,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA NO PROGRAMADA,1549816,1,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
12/9/2025 11:45:00,Éxito (Sin Repuestos),3297,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,,,,,
10/9/2025 11:37:00,Éxito (Sin Repuestos),3296,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
9/9/2025 14:30:00,Éxito (Validación Manual),3293,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,1567203,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1567203') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1567203')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
9/9/2025 14:15:00,Éxito (Validación Manual),3295,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,,,,,
8/09/2025 10:14:00,Éxito (Sin Repuestos),3289,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
5/9/2025 20:30:00,Éxito (Validación Manual),3294,CLÍNICA LAS CONDES,CORRECTIVA NO PROGRAMADA,1564281,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1564281') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1564281')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
27/08/2025 9:45:00,Éxito (Sin Repuestos),3272,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
25/08/2025 9:15:00,Éxito (Sin Repuestos),3269,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
22/08/2025 9:09:00,Éxito (Sin Repuestos),3264,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
11/08/2025 10:45:00,Éxito (Sin Repuestos),3240,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
24/7/2025 20:00:00,Éxito (Sin Repuestos),3202,FUNDACION ARTURO LOPEZ PEREZ,,,,,,
24/7/2025 20:00:00,Éxito (Sin Repuestos),3201,FUNDACION ARTURO LOPEZ PEREZ,,,,,,
22/7/2025 23:00:00,Éxito (Sin Repuestos),3203,SERVICIO DE SALUD DE MAGALLANES,,,,,,
29/05/2026 19:30:00,Éxito (Sin Repuestos),3735,RADIO ONCOLOGÍA DEL SUR,PREVENTIVA PROGRAMADA,,,,,
4/06/2026 8:30:00,Éxito (Sin Repuestos),3734,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA NO PROGRAMADA,,,,,
4/06/2026 10:41:00,Éxito (Sin Repuestos),3736,Instituto Nacional del Cáncer (INC),REQUERIMIENTO DEL CLIENTE,,,,,
6/06/2026 15:10:00,Éxito (Sin Repuestos),3741,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,,,,,
5/06/2026 12:22:00,Éxito (Sin Repuestos),3738,Instituto Nacional del Cáncer (INC),PREVENTIVA PROGRAMADA,,,,,
5/06/2026 20:25:00,Éxito (Con Repuestos),3740,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,1564298,1,Pañol E&G,5462,
8/06/2026 9:41:00,Éxito (Sin Repuestos),3742,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,,,,,
8/06/2026 22:00:00,Éxito (Sin Repuestos),3746,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,,,,,
8/06/2026 22:00:00,Éxito (Sin Repuestos),3745,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,,,,,
9/06/2026 1:30:00,Éxito (Sin Repuestos),3747,UC CHRISTUS - CECA,REQUERIMIENTO DEL CLIENTE,,,,,
11/06/2026 22:30:00,ERROR,3749,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,1534958,1,,,"Bodega ""undefined"" no mapeada."
11/06/2026 22:30:00,Éxito (Sin Repuestos),3749,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,,,,,
11/06/2026 21:30:00,ERROR,3748,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,45133412329,1,Pañol E&G,,Stock insuficiente para SKU 45133412329.
11/06/2026 21:30:00,Éxito (Sin Repuestos),3748,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
13/06/2026 14:51:31,Éxito (Sin Repuestos),3751,CLINICA ALEMANA DE SANTIAGO,ASISTENCIA REMOTA,,,,,
13/06/2026 19:00:00,Éxito (Sin Repuestos),3752,UC CHRISTUS - SCA,PREVENTIVA PROGRAMADA,,,,,
13/06/2026 19:00:00,Éxito (Sin Repuestos),3753,UC CHRISTUS - SCA,PREVENTIVA PROGRAMADA,,,,,
15/06/2026 8:30:00,Éxito (Sin Repuestos),3754,CLINICA ALEMANA DE SANTIAGO,PREVENTIVA PROGRAMADA,,,,,
15/06/2026 13:40:00,Éxito (Sin Repuestos),3755,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA NO PROGRAMADA,,,,,
15/06/2026 15:20:00,Éxito (Sin Repuestos),3756,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
17/06/2026 10:00:00,Éxito (Con Repuestos),3759,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA PROGRAMADA,1522567,1,Pañol E&G,5528,
12/06/2026 16:15:00,Éxito (Con Repuestos),3758,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA PROGRAMADA,1502613,1,Pañol E&G,5529,
17/06/2026 11:55:00,Éxito (Con Repuestos),3760,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,1502613,1,Pañol E&G,5530,
17/06/2026 14:48:00,Éxito (Sin Repuestos),3761,INRAD,REQUERIMIENTO DEL CLIENTE,,,,,
18/06/2026 17:30:00,Éxito (Sin Repuestos),3762,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,,,,,
19/06/2026 17:00:00,Éxito (Sin Repuestos),3764,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA NO PROGRAMADA,,,,,
19/06/2026 13:58:00,Éxito (Sin Repuestos),3763,UC CHRISTUS - CECA,REQUERIMIENTO DEL CLIENTE,,,,,
19/06/2026 19:25:00,Éxito (Con Repuestos),3765,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,1505978,1,Pañol E&G,5531,
19/06/2026 19:30:00,Éxito (Sin Repuestos),3766,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
22/06/2026 10:51:31,Éxito (Sin Repuestos),3767,UC CHRISTUS - CECA,CORRECTIVA PROGRAMADA,,,,,
22/06/2026 9:00:00,Éxito (Sin Repuestos),3768,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,,,,,
24/06/2026 8:45:00,Éxito (Sin Repuestos),3771,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
23/06/2026 20:04:00,Éxito (Sin Repuestos),3770,UC CHRISTUS - SCA,PREVENTIVA PROGRAMADA,,,,,
24/06/2026 21:00:00,Éxito (Sin Repuestos),3772,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
25/06/2026 13:50:00,Éxito (Sin Repuestos),3773,CLÍNICA LAS CONDES,CORRECTIVA NO PROGRAMADA,,,,,
25/06/2026 23:00:00,Éxito (Sin Repuestos),3774,Instituto Nacional del Cáncer (INC),REQUERIMIENTO DEL CLIENTE,,,,,
26/06/2026 18:30:00,Éxito (Sin Repuestos),3775,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA PROGRAMADA,,,,,
27/06/2026 17:11:00,Éxito (Sin Repuestos),3776,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
27/06/2026 18:00:00,Éxito (Con Repuestos),3778,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,1534958,4,Pañol E&G,5541,
