used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_name,raw_part_identifier,normalized_part_identifier,dolibarr_product_id,dolibarr_ref,dolibarr_barcode,dolibarr_label,match_method,match_confidence,match_status,needs_manual_review,candidate_dolibarr_product_ids
743|2|1|Cable sustituto.,743,,_ Cable de HT.,Cable sustituto.,CABLESUSTITUTO,,,,,NONE,0,NO_MATCH,true,
744|2|0|45133326854.,744,,Mirror assembly (Mylar).,45133326854.,45133326854,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,10136|11863
744|2|1|45133327663.,744,,Projector mirror.,45133327663.,45133327663,11567,4513332766303F,,PROJECTOR MIRROR ASSY,REF_LIKE,0.5,MATCHED,true,
744|2|2|45133327662.,744,,Beam splitter mirror.,45133327662.,45133327662,11571,45133327662,,BEAM SPLITTER MIRROR ASSY,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
744|2|3|1010495.,744,,Camera mirror,1010495.,1010495,11570,1010495,,CAMERA MIRROR ASSEMBLY,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
744|2|4|1007545.,744,,Dos reflectores láminas Y1-1 y Y2-1.,1007545.,1007545,11569,1007545,,MLC REFLECTOR SPARES KIT,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
746|2|0|N/C,746,,Ampolleta  Halogena 12v 75w,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
731|2|0|N/A,731,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
732|2|0|C7976A,732,,Kit de Cintas LTO6,C7976A,C7976A,11307,C7976A,,HPE - LTO-6 Ultrium 6.25TB MP RW Data Tape,REF_EXACT,1,MATCHED,false,
733|2|0|No hay.,733,,"Grasa, limpia contactos, WD40. ",No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
749|2|0|No hay.,749,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
750|2|0|No hay.,750,,"Limpia contactos, WD40 y paños de limpieza. ",No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
752|3|0|45133502026,752,,X RAY TUBE Assembly,45133502026,45133502026,12138,45133502026_usado,,X-ray tube (MR),REF_LIKE,0.5,MATCHED,true,
754|2|0|244120001143,754,,Gabinete Iview MK-6,244120001143,244120001143,,,,,NONE,0,NO_MATCH,true,
763|2|0|No hay,763,,Ampolleta halógena 12 V / 75 W.,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
764|2|0|821321900352,764,,"Fusible de retardo,  10 Amp. 32 Vac. (FS32E)  ",821321900352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_EXACT,1,MATCHED,false,
767|2|0|no hay,767,,na hay,no hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
768|2|0|1519103_Rev02,768,,Dosimetry Board A Programmed,1519103_Rev02,1519103REV02,11588,1519103,,Dose A Digital,REF_LIKE,0.5,MATCHED,true,
769|3|0|,769,,2 Filtros de Agua 5 micrones Elekta,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
770|2|0|No hay.,770,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
771|2|0|45133304326,771,,Output Windows Serie 1000109300,45133304326,45133304326,10458,45133304326,,SPARES WINDOW ASSY RF OUTPUT,REF_EXACT,1,MATCHED,false,
774|2|0|1535987,774,,tarjeta Dose Board,1535987,1535987,11480,1535987,,"FRU, DOSE BOARD",REF_EXACT,1,MATCHED,false,
775|2|0|N/A,775,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
778|2|0|N/A,778,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
779|3|0|1534958,779,,"kit, spare, leaf MO",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
779|2|0|1534958,779,,"Kit, Soares, leaf MO",1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
756|2|0|,756,,Ampolleta ODI,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
785|2|0|1501074 Rev. 02,785,,"PCB ASSEMBLY, DOSIMETRY B",1501074 Rev. 02,1501074REV02,11487,1501074,,DOSE B version 2,REF_LIKE,0.5,MATCHED,true,
786|2|0|N/A,786,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
789|3|0|451362610003J,789,,"(cantidad=2) BELT, TIMING, S/SIDED",451362610003J,451362610003J,10998,451362610003J,,Belt - m/c 151270 onwards,REF_EXACT,1,MATCHED,false,
789|2|0|1541718,789,,"(Cantidad=2)Fru, Pancake Motor Assembly",1541718,1541718,11595,1541718,,"FRU, Pancake Motor Assembly",REF_EXACT,1,MATCHED,false,
790|2|0|NA,790,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
791|2|0|1534958,791,,1 Nr Leaf Motor Spares Kit.,1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
792|3|0|1517657,792,,1 Pc  leaf motor drive Y2,1517657,1517657,10701,1517657,,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",REF_EXACT,1,MATCHED,false,
792|4|0|1022096,792,,Fan Assy 70x70,1022096,1022096,10775,1022096,,Assy Fan 70x70x15mm NO USAR,REF_EXACT,1,MATCHED,false,
792|2|0|1016476,792,,4 kit leaf motor,1016476,1016476,10913,1016476,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
796|2|0|1527044,796,,"programmed PCB assy, Router",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
798|2|0|1016850,798,,MLC Camera Cable,1016850,1016850,,,,,NONE,0,NO_MATCH,true,
800|2|0|N/C,800,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
802|2|0|Sin número de parte,802,,Soldadura de estaño y componente Wulf,Sin número de parte,SINNUMERODEPARTE,,,,,NONE,0,NO_MATCH,true,
803|2|0|45133302156,803,,gearbox,45133302156,45133302156,,,,,NONE,0,NO_MATCH,true,
804|2|0|,804,,fusible de 10A/32vp,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
782|2|0|No hay.,782,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
810|2|0|1016518,810,,Detector Panel PSU (XRD -EPS),1016518,1016518,11006,1016518,,Detector Panel PSU (XRD- EPS),REF_EXACT,1,MATCHED,false,
811|2|0|N/C,811,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
813|2|0|1517618,813,,control FKP,1517618,1517618,,,,,NONE,0,NO_MATCH,true,
815|2|0|N/C,815,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
818|2|0|No hay.,818,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
"820|2|0|zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]",820,,"No Corresponde, sólo caracterización de Nva. Licencia y configuraciones del especialista.","zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]",ZQEXBEH8TE46GHJK2EXZX8CVBNMQQ2,,,,,NONE,0,NO_MATCH,true,
821|2|0|1006737,821,,SIB PCB,1006737,1006737,12071,1006737_usado,,SIB PCB,REF_LIKE,0.5,MATCHED,true,
822|2|0|N/C,822,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
824|3|0|PN  4513 330 8530,824,,Magnetron e2V MG6370E.  Número de serie  18388765.,PN  4513 330 8530,PN45133308530,11007,45133308530,,"New fast tune magnetron, MG6370",REF_LIKE,0.5,MATCHED,true,
825|2|0|,825,,Fusible 10A,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
826|2|0|1535987,826,,"FRU, DOSE BOARD",1535987,1535987,11480,1535987,,"FRU, DOSE BOARD",REF_EXACT,1,MATCHED,false,
827|2|0|1538489,827,,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
828|2|0|1516728 vs 02,828,,BMDM - DVD Update de FCO IGUIDE,1516728 vs 02,1516728VS02,,,,,NONE,0,NO_MATCH,true,
829|2|0|NA,829,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
832|2|0|NA,832,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
833|2|0|,833,,fusible 10 A  32 V pp,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
837|2|0|N/C,837,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
840|2|0|1016476,840,,"kit, Soares leaf motor ",1016476,1016476,10913,1016476,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
841|2|0|1006737,841,,PCB Assy Sib,1006737,1006737,12071,1006737_usado,,SIB PCB,REF_LIKE,0.5,MATCHED,true,
845|2|0|N/C,845,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
852|2|0|SN,852,,fusible de 10 amp,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
854|2|0|SN,854,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
855|2|0|1010461,855,,Cab Assy,1010461,1010461,,,,,NONE,0,NO_MATCH,true,
857|2|0|sin número de parte,857,,Seguro Zagers de 10 mm,sin número de parte,SINNUMERODEPARTE,,,,,NONE,0,NO_MATCH,true,
858|2|0|1010848,858,,"Mirror Assembly, opt",1010848,1010848,11037,1010848,,"Mirror assembly, optics (Agility)",REF_EXACT,1,MATCHED,false,
859|2|0|BJ9100.009,859,,"Fru, Ion Chamber",BJ9100.009,BJ9100009,11173,BJ9100.009,,Ionization Chamber spare kit,REF_EXACT,1,MATCHED,false,
862|2|0|SN,862,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
863|2|0|,863,,HDD para NSS,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
864|3|0|P01366-B21,864,,HPE 96W Smart storege battery,P01366-B21,P01366B21,,,,,NONE,0,NO_MATCH,true,
864|2|0|749796,864,,"HPE SMART ARRAY, adtive raid on",749796,749796,11305,749796-001,,HPE - Smart Array P440ar,REF_LIKE,0.5,MATCHED,true,
865|2|0|4513 331 8950,865,,Freno X Longitudinal de camilla,4513 331 8950,45133318950,,,,,NONE,0,NO_MATCH,true,
866|2|0|SN,866,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
867|2|0|N/C,867,,"Caja black box (02)
cables de conexiones  (02)
Monitor 22"" (01)
Teclado (01)
Mouse (01)",N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
"868|2|0|BJ5989.051
4392401101
3627401103",868,,"95 mm Flexible RF
R.F. Seal 6268
O-ring 101x75 FPM","BJ5989.051
4392401101
3627401103",BJ598905143924011013627401103,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,11416|11692
870|2|0|SN,870,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
871|3|0|45133412203 issue 01,871,,"Sk19 - sk13A - sk3(A,B,C,D)",45133412203 issue 01,45133412203ISSUE01,,,,,NONE,0,NO_MATCH,true,
871|2|0|4513341185001U,871,,"Cable  Assy, Pl9 to S",4513341185001U,4513341185001U,11682,4513341185001U,,"Cable Assy, Pl9 to S",REF_EXACT,1,MATCHED,false,
872|2|0|,872,,Fusible 10A Thyratron Supply,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
874|2|0|45133304800,874,,Electron Gun.  Número de serie 0247768.,45133304800,45133304800,10375,45133304800,,SL ELECTRON GUN ASSY,REF_EXACT,1,MATCHED,false,
875|2|0|2322 661 53211,875,,Thermistor PTC TH1,2322 661 53211,232266153211,,,,,NONE,0,NO_MATCH,true,
876|2|0|No hay.,876,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
880|2|0|,880,,Contenedor depósito de líquido de sueros,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
897|2|0|1538489 REv 02,897,,PCB Video XVI y PCB DLG's,1538489 REv 02,1538489REV02,,,,,NONE,0,NO_MATCH,true,
900|3|0|45133164423,900,,2 unidades Water filter,45133164423,45133164423,10312,4513316442301M,,FILTER ELEMENT 5 MICRON,REF_LIKE,0.5,MATCHED,true,
900|2|0|1022595,900,,2 Way Water Valve Replacement mod kit,1022595,1022595,11805,1022595,,Water Valve Kit,REF_EXACT,1,MATCHED,false,
902|3|0|1016474,902,,2x DLG Brake Spare,1016474,1016474,11873,1016474_usado,,"KIT, SPARES, DLG BRAKE",REF_LIKE,0.5,MATCHED,true,
902|4|0|1534958,902,,10 x Kit leaf motor screw and nut,1534958,1534958,11034,1534958,,Leaf motor spares kit,REF_EXACT,1,MATCHED,false,
902|2|0|1016472,902,,2x Diaphragms Brake Spare,1016472,1016472,11874,1016472_usado,,Diaphragm brakes spare kit,REF_LIKE,0.5,MATCHED,true,
903|2|0|,903,,Fusible 10A 250V,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
"904|2|0|P/N 1015075
P/N 1015076
P/N 8113024252101J",904,,"01 cinta SK25AA
01 cints SK25BB
01 leadscrew assembly","P/N 1015075
P/N 1015076
P/N 8113024252101J",PN1015075PN1015076PN8113024252101J,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,10325|10958|10957
882|2|0|Sin número de parte,882,,Sin repuesto,Sin número de parte,SINNUMERODEPARTE,,,,,NONE,0,NO_MATCH,true,
"883|2|0|45133909025
4513332644304F",883,,"02 Motor Driver Board
06 Motor Assembly","45133909025
4513332644304F",451339090254513332644304F,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,10944|10304
884|2|0|45133502668,884,,Spring,45133502668,45133502668,10704,45133502668,,Full release extension spring,REF_EXACT,1,MATCHED,false,
885|2|0|S/P.N.,885,,Cable PL5,S/P.N.,SPN,,,,,NONE,0,NO_MATCH,true,
886|2|0|45133412203,886,,Cable SK19 Touchguard para Panel KV,45133412203,45133412203,11693,4513341220301G,,"CABLE, T-GUARD AND LAT MOTOR",REF_LIKE,0.5,MATCHED,true,
887|2|0|,887,,fusible 10A 32VP,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
889|2|0|SN,889,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
890|2|0|Sin número de parte,890,,Sin repuesto,Sin número de parte,SINNUMERODEPARTE,,,,,NONE,0,NO_MATCH,true,
891|2|0|N/A,891,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
894|2|0|NO,894,,No,NO,NO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
906|2|0|SN,906,,Integrado IC 5V,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
908|2|0|1016246,908,,Assy Leafbank Flex Circuit,1016246,1016246,10773,1016246,,Assy Leafbank Flex Circuit,REF_EXACT,1,MATCHED,false,
910|2|0|N/C,910,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
911|2|0|SN,911,,fusible 10 amp. 250Volt,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
914|2|0|No aplica,914,,Limpia Contacto,No aplica,NOAPLICA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
919|2|0|No hay,919,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
920|2|0|Sin número de parte,920,,Cable alternativo de HT,Sin número de parte,SINNUMERODEPARTE,,,,,NONE,0,NO_MATCH,true,
923|2|0|No Hay,923,,No Hay,No Hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
924|2|0|4513390460,924,,Tarjeta de control de IviewGt,4513390460,4513390460,,,,,NONE,0,NO_MATCH,true,
925|2|0|4513390560,925,,Tarjeta dd mando Iviewgt,4513390560,4513390560,,,,,NONE,0,NO_MATCH,true,
926|2|0|1516657,926,,Lesf Motor Drive PCB,1516657,1516657,,,,,NONE,0,NO_MATCH,true,
927|2|0|1010460,927,,cable assy,1010460,1010460,,,,,NONE,0,NO_MATCH,true,
928|2|0|N/U,928,,N/U,N/U,NU,,,,,NONE,0,NO_MATCH,true,
929|2|0|SN,929,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
931|2|0|,931,,Bateria Litio CR2032,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
935|2|0|N/C,935,,ampolleta Osram  de 12v 75w,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
936|2|0|N/C,936,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
937|2|0|No utilizado,937,,No utilizado,No utilizado,NOUTILIZADO,,,,,NONE,0,NO_MATCH,true,
938|2|0|No utilizado,938,,No utilizado,No utilizado,NOUTILIZADO,,,,,NONE,0,NO_MATCH,true,
939|2|0|N/ utilizado,939,,N/ utilizado,N/ utilizado,NUTILIZADO,,,,,NONE,0,NO_MATCH,true,
940|2|0|N/A,940,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
942|3|0|,942,,Conjunto de Potenciometros de Gantry.,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
945|2|0|NA,945,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
946|2|0|,946,,Luz Halogena 12V 75W,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
947|2|0|NA,947,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
964|2|0|1541718,964,,"2 FRU, Pancake motor assembly",1541718,1541718,11595,1541718,,"FRU, Pancake Motor Assembly",REF_EXACT,1,MATCHED,false,
967|2|0|SN,967,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
969|2|0|N/A,969,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
970|2|0|n/a,970,,n/a,n/a,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
972|2|0|No hay.,972,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
973|2|0|821321900352,973,,Fusible de reterardo 10 amperios.,821321900352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_EXACT,1,MATCHED,false,
974|2|0|1018265,974,,FRU Z Motor Brush SET (electrocraft),1018265,1018265,11961,1018265_proveedor_local,,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",REF_LIKE,0.5,MATCHED,true,
975|3|0|45133416574,975,,Microswitch Plunger Assembly,45133416574,45133416574,,,,,REF_NORMALIZED_EXACT,0.85,AMBIGUOUS_MATCH,true,11279|11280
976|2|0|n/a,976,,n/a,n/a,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
980|2|0|No hay.,980,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
981|2|0|No hay.,981,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
982|2|0|N/A,982,,Fuse 10A 32V,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
985|2|0|N/A,985,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
986|2|0|No hay.,986,,Grasa EP2,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
"989|2|0|water Valve 1022595
Fru XY drive Unit 45133318440",989,,"water Valve - 1
Fru XY drive Unit - 1

","water Valve 1022595
Fru XY drive Unit 45133318440",WATERVALVE1022595FRUXYDRIVEUNIT45133318440,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,11805|11651
990|2|0|No hay.,990,,"Caja de control desarrollada por empresa, semáforo y switches. ",No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
991|2|0|No hay.,991,,"Caja de control desarrollada por empresa,  semáforo  y switches. ",No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
992|2|0|F153053FV,992,,copla FESTO RACOR RAPIDO ROSC.QSL-3/8-12,F153053FV,F153053FV,11825,F153053FV,,Festo Racor Rapido Rosc.,REF_EXACT,1,MATCHED,false,
996|5|0|45133318440,996,,Fru XY Drive Unit(1),45133318440,45133318440,11651,45133318440,,Fru XY Drive Unit,REF_EXACT,1,MATCHED,false,
996|7|0|45133164412,996,,"Potentiometer, 20k, 1 turn Fine(1)",45133164412,45133164412,10990,4513316441202U,,"Potentiometer, 20k, 1 turn Fine",REF_LIKE,0.5,MATCHED,true,
996|6|0|45133317157,996,,"timing belt 16T5 DL, 1263mm(1)",45133317157,45133317157,11046,45133317157,,"timing belt 16T5 DL, 1263mm",REF_EXACT,1,MATCHED,false,
996|4|0|45133304800,996,,ELECTRON GUN ASSY      (1),45133304800,45133304800,10375,45133304800,,SL ELECTRON GUN ASSY,REF_EXACT,1,MATCHED,false,
1004|3|0|BJ4853.222.02,1004,,Cable Assy SK25E,BJ4853.222.02,BJ485322202,11072,BJ4853.222.02,,"CABLE ASSY,SK25E TO X38H",REF_EXACT,1,MATCHED,false,
1004|5|0|1015076,1004,,Cable Rectractile SK26B,1015076,1015076,10957,1015076,,"Cable, retractile, MLC (SK25BB–SK26B)",REF_EXACT,1,MATCHED,false,
1004|4|0|1015075,1004,,Cable Retractile SK26A,1015075,1015075,10958,1015075,,"Cable, retractile, MLC (SK25AA–SK26A)",REF_EXACT,1,MATCHED,false,
1004|2|0|BJ4853.223.02,1004,,Cable Assy SK25F,BJ4853.223.02,BJ485322302,11073,BJ4853.223.02,,"CABLE ASSY,SK25F TO X38K",REF_EXACT,1,MATCHED,false,
"1005|2|0|1016474
1538489
1527044",1005,,"kit, spares, dlg bra (2)
pcb assy, dlg and diaphram drive (1)
programmed pcb assy, router (1)
","1016474
1538489
1527044",101647415384891527044,,,,,NONE,0,NO_MATCH,true,
1006|2|0|,1006,,Kit de bomba Bluephantom,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1007|2|0|N/C,1007,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1008|2|0|N/C,1008,,N/C,N/C,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1009|2|0|45133317815,1009,,csk scr m4 (tornillo)  cant 1,45133317815,45133317815,11456,45133317815_01,,TORNILLOS INOXIDABLES,REF_LIKE,0.5,MATCHED,true,
1011|2|0|1016472,1011,,"kit, spares, diaphragm brake  cant(2)",1016472,1016472,11874,1016472_usado,,Diaphragm brakes spare kit,REF_LIKE,0.5,MATCHED,true,
1017|2|0|1532432,1017,,GUN FILAMENT PSU,1532432,1532432,,,,,NONE,0,NO_MATCH,true,
1018|2|0|N/A,1018,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1020|2|0|SN,1020,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1021|2|0|Reemplazo por uno similar características perneria.,1021,,Perno Hex. 5/8 Grado 8,Reemplazo por uno similar características perneria.,REEMPLAZOPORUNOSIMILARCARACTERISTICASPERNERIA,,,,,NONE,0,NO_MATCH,true,
1025|2|0|R1510260,1025,,Panel de XVi,R1510260,R1510260,11815,R1510260,,KV Detector Panel,REF_EXACT,1,MATCHED,false,
1029|2|0|128345,1029,,Motor de identificación de viales,128345,128345,12310,128345,,MOTOR BRASHEL (S),REF_EXACT,1,MATCHED,false,
1032|2|0|,1032,,frenos de diafragmas,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1038|2|0|N/A,1038,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1039|2|0|NA,1039,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1040|2|0|N/A,1040,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1048|2|0|No hay.,1048,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1050|2|0|9239 315 18204,1050,,Projector halogen bulb,9239 315 18204,923931518204,11448,923931518204,,AMPOLLETA MLC TYPE 13289,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
1051|2|0|BJ6219.001.02,1051,,Arm brake cable-A.,BJ6219.001.02,BJ621900102,11310,BJ6219.001.02,,iViewC™ Arm brake cable-A,REF_EXACT,1,MATCHED,false,
1052|2|0|No hay.,1052,,No hay,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1054|2|0|MG6070E SERIE: 21051168,1054,,Magnetron,MG6070E SERIE: 21051168,MG6070ESERIE21051168,,,,,NONE,0,NO_MATCH,true,
1055|2|0|45133164423,1055,,filter element (x2),45133164423,45133164423,10312,4513316442301M,,FILTER ELEMENT 5 MICRON,REF_LIKE,0.5,MATCHED,true,
1058|2|0|,1058,,Fusible 10A/32Vp,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
"1064|2|0|81130242521
45133326443",1064,,"leadscrew Assy
motor assembly","81130242521
45133326443",8113024252145133326443,,,,,NONE,0,NO_MATCH,true,
"1065|2|0|45133326443
81130242521",1065,,"motor assembly
leadscrew assy","45133326443
81130242521",4513332644381130242521,,,,,NONE,0,NO_MATCH,true,
1067|2|0|XD12038A2HS,1067,,4 Ventiladores de 220V/50Hz,XD12038A2HS,XD12038A2HS,,,,,NONE,0,NO_MATCH,true,
1068|2|0|N/A,1068,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
1073|2|0|1021309,1073,,Wedge PCB,1021309,1021309,10764,1021309___1564281,,"PCB ASSY, WEDGE CONTROL",REF_LIKE,0.5,MATCHED,true,
